date,Solar (Rooftop) -  GWh,Solar (Utility) -  GWh,Wind -  GWh,Battery (Discharging) -  GWh,Gas (Reciprocating) -  GWh,Gas (OCGT) -  GWh,Gas (CCGT) -  GWh,Gas (Steam) -  GWh,Distillate -  GWh,Imports -  GWh,Exports -  GWh,Battery (Charging) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Volume Weighted Price - AUD/MWh,Solar (Rooftop) Market Value - AUD,Solar (Utility) Market Value - AUD,Wind Market Value - AUD,Battery (Discharging) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (Steam) Market Value - AUD,Distillate Market Value - AUD,Imports Market Value - AUD,Exports Market Value - AUD,Battery (Charging) Market Value - AUD
2019-03-15 00:00,5.34,1.26,13.18,0.10,0.00,0.42,14.72,5.53,0.00,0.32,-3.54,-0.12,12.40,19.36,26.60,95.80,600285.80,140558.63,1141087.34,10547.22,0.00,44120.90,1449963.41,557123.36,44.94,-34251.62,312901.11,11105.49
2019-03-16 00:00,5.30,1.30,10.89,0.11,0.00,0.59,13.58,3.57,0.00,1.48,-1.87,-0.12,14.20,21.84,27.80,97.09,489066.59,124364.94,895961.63,12450.93,0.00,76153.42,1338734.73,388393.69,43.98,-154694.28,112609.09,9109.56
2019-03-17 00:00,5.18,1.29,7.51,0.10,0.00,0.52,14.86,3.98,0.00,2.28,-0.33,-0.12,15.00,22.44,30.70,106.20,538192.67,137552.27,797520.22,12570.42,0.00,58596.50,1568280.83,440247.15,48.77,-230632.57,36135.26,11668.58
2019-03-18 00:00,4.85,1.28,9.21,0.11,0.00,1.68,13.67,7.53,0.01,2.40,-0.34,-0.14,15.00,22.72,29.90,111.78,632688.24,169076.42,870115.94,15024.25,0.00,216435.63,1522160.98,916312.18,1903.30,-293637.99,28023.00,11470.56
2019-03-19 00:00,5.04,1.36,9.68,0.11,0.00,0.49,14.81,8.80,0.01,2.31,-2.07,-0.15,15.60,22.05,28.50,114.27,538736.55,147850.07,1080650.95,12545.00,0.00,55833.65,1680500.58,1023608.70,1173.99,-275546.15,224112.19,14981.22
2019-03-20 00:00,4.87,1.35,6.21,0.14,0.00,1.41,15.33,8.52,0.00,4.71,-1.11,-0.18,17.20,22.14,26.90,130.92,635499.59,177358.37,740085.80,22098.91,0.00,207016.82,2008557.24,1133365.13,55.16,-622110.44,130759.94,18961.42
2019-03-21 00:00,3.96,1.26,16.51,0.09,0.00,1.21,15.13,9.53,0.20,0.20,-6.83,-0.14,16.50,21.45,28.20,102.57,451822.06,143506.42,1645762.81,10040.71,0.00,131373.82,1548853.72,1023152.99,21532.76,-18977.02,718350.87,14654.92
2019-03-22 00:00,4.63,1.35,12.40,0.10,0.00,1.18,14.75,10.28,0.22,1.93,-4.59,-0.12,15.70,22.91,31.90,106.30,510945.85,147249.79,1206430.43,11589.78,0.00,136178.75,1566212.56,1125946.47,21859.35,-229391.39,445129.78,11791.25
2019-03-23 00:00,3.50,0.65,8.50,0.12,0.00,0.82,14.12,5.63,0.00,4.49,-1.37,-0.13,18.80,21.46,24.40,101.89,324717.57,61661.19,815579.29,13163.27,0.00,94011.66,1453401.49,609950.74,46.84,-449877.19,140448.26,12521.99
2019-03-24 00:00,2.52,0.61,19.17,0.13,0.00,0.01,10.74,2.82,0.00,2.98,-5.01,-0.13,17.60,21.32,25.40,94.86,196702.46,48615.28,1569985.38,11902.70,0.00,791.86,1116721.35,272235.70,44.25,-357660.29,396573.36,12185.97
2019-03-25 00:00,3.65,1.36,26.72,0.16,0.00,0.29,7.22,2.76,0.00,0.13,-6.44,-0.21,13.10,16.37,18.80,75.61,244939.88,95608.38,1921971.12,14257.34,0.00,29311.70,574352.70,223840.36,32.88,-12723.62,432489.48,10483.11
2019-03-26 00:00,3.90,1.28,6.39,0.10,0.00,1.57,14.52,3.46,0.01,4.33,-0.25,-0.12,13.60,17.09,20.40,100.64,357165.41,120168.74,610896.81,11648.06,0.00,180807.27,1467311.19,366965.91,1706.57,-424305.09,23517.97,10118.79
2019-03-27 00:00,4.94,1.45,4.96,0.11,0.00,0.86,15.55,3.88,0.02,4.28,-0.08,-0.14,10.40,17.25,23.50,121.83,519401.31,155451.15,606654.38,13417.00,0.00,116701.18,1868068.80,479448.13,1892.91,-549079.83,11427.23,16863.90
2019-03-28 00:00,4.67,1.42,4.85,0.09,0.00,0.72,14.99,3.61,0.02,6.13,-0.09,-0.14,12.60,20.91,28.40,118.51,451292.65,143520.50,527706.51,11887.01,0.00,101405.25,1748241.02,437389.84,2218.04,-792808.24,8499.78,14187.07
2019-03-29 00:00,2.72,0.94,28.27,0.11,0.00,0.24,10.98,2.50,0.00,0.29,-9.94,-0.13,11.30,17.53,21.30,72.98,210424.49,73591.68,2068608.72,8625.50,0.00,19353.37,791865.74,193049.27,26.66,-21992.28,741461.50,9385.66
2019-03-30 00:00,2.58,1.03,27.12,0.13,0.00,0.24,4.81,3.74,0.00,0.12,-6.68,-0.17,10.00,13.60,16.80,81.01,165165.14,65153.03,2130158.11,10950.14,0.00,19885.31,393641.27,313039.59,35.20,-12644.79,472218.69,12207.48
2019-03-31 00:00,3.08,0.98,14.55,0.14,0.00,0.57,8.15,5.61,0.00,1.42,-2.48,-0.16,14.30,17.31,20.30,95.41,281255.42,88456.91,1272788.59,14703.27,0.00,59328.62,835865.58,579092.75,488.06,-149322.73,240127.71,14556.66
2019-04-01 00:00,4.73,1.34,4.07,0.11,0.00,0.12,15.57,11.55,0.00,1.16,-2.52,-0.15,13.40,17.26,20.60,129.54,535613.02,158586.73,494609.86,16643.53,0.00,19427.59,1991515.71,1472391.27,59.36,-193726.76,282256.14,19711.69
2019-04-02 00:00,4.88,1.43,5.54,0.09,0.00,0.04,15.14,12.15,0.00,0.49,-3.07,-0.14,11.10,19.27,27.40,114.95,500363.17,148966.14,635798.89,10265.15,0.00,4777.08,1722302.33,1415276.08,52.07,-59118.66,344186.92,16338.53
2019-04-03 00:00,2.17,1.10,8.84,0.11,0.00,0.00,14.12,9.58,0.02,1.78,-0.73,-0.15,13.40,21.18,26.50,113.71,249154.32,125733.65,982099.12,12251.29,0.00,544.05,1611334.03,1099239.10,1826.22,-203833.82,77955.61,17447.99
2019-04-04 00:00,4.14,1.32,12.36,0.12,0.00,0.15,13.13,10.27,0.01,0.84,-2.78,-0.16,22.30,26.49,32.00,113.85,492567.93,158291.06,1241028.58,13704.17,0.00,20111.45,1528650.63,1237136.83,1218.93,-112903.06,283301.44,18240.03
2019-04-05 00:00,3.38,1.22,29.42,0.12,0.00,0.12,7.36,2.87,0.00,0.09,-3.90,-0.18,18.50,25.64,32.20,92.76,305702.03,110964.13,2705559.38,10766.97,0.00,12605.58,682323.12,282537.38,164.98,-8414.30,352425.58,15875.49
2019-04-06 00:00,4.21,1.36,7.26,0.14,0.00,1.12,13.34,5.82,0.00,1.45,-1.03,-0.17,13.10,17.81,20.40,104.24,433911.75,144434.30,638377.48,14763.73,0.00,134088.85,1426885.04,666504.63,48.03,-156475.81,115172.79,16746.18
2019-04-07 00:00,3.94,1.23,14.48,0.17,0.00,0.82,10.94,3.71,0.00,2.58,-5.02,-0.19,12.10,17.13,22.30,86.02,85657.02,42654.21,758414.79,14868.56,0.00,90878.02,1080249.98,353763.30,37.58,-288872.19,141603.27,7715.75
2019-04-08 00:00,3.17,1.12,19.28,0.12,0.00,0.36,13.11,4.86,0.00,2.00,-6.89,-0.17,14.10,17.90,22.30,98.90,227357.29,91798.06,1725215.85,12506.32,0.00,42842.87,1342168.83,501306.93,45.69,-231775.37,585559.34,14337.11
2019-04-09 00:00,2.99,1.24,16.66,0.13,0.00,0.50,11.09,5.84,0.00,0.80,-2.69,-0.17,13.30,15.16,18.60,105.38,305194.88,127981.84,1625121.98,14213.98,0.00,58268.68,1202494.16,668532.65,434.34,-89090.42,246723.50,17100.52
2019-04-10 00:00,3.75,1.26,10.56,0.09,0.00,0.59,15.59,8.69,0.00,0.31,-3.61,-0.12,11.40,14.82,19.70,115.95,415061.29,141544.00,1178120.61,10432.51,0.00,75771.92,1794066.35,1039426.44,49.08,-39732.80,397312.86,14521.49
2019-04-11 00:00,4.58,1.34,7.49,0.10,0.00,0.61,15.32,8.89,0.00,0.54,-2.15,-0.12,11.90,15.92,21.30,122.84,504274.86,152499.42,894110.29,12278.54,0.00,85973.22,1866223.49,1111458.91,53.37,-75292.03,253638.75,15193.97
2019-04-12 00:00,4.59,1.38,6.56,0.13,0.00,1.96,15.80,8.56,0.00,0.39,-3.47,-0.18,13.40,18.23,24.60,123.72,526766.94,162766.47,769638.66,16389.74,0.00,270099.62,1934670.87,1048333.82,56.15,-61820.58,392598.49,22006.14
2019-04-13 00:00,1.26,0.56,10.84,0.13,0.00,1.22,15.55,5.77,0.00,0.01,-3.85,-0.15,13.80,18.64,23.00,117.40,141809.33,62657.42,1267697.58,16122.48,0.00,135201.68,1825879.14,691078.28,54.59,-907.17,451447.95,17618.13
2019-04-14 00:00,3.65,1.22,11.41,0.14,0.00,0.60,12.40,3.74,0.03,0.68,-2.80,-0.16,15.90,21.69,28.10,108.88,350668.78,118965.15,1174614.96,15060.62,0.00,66991.99,1364191.96,417568.20,2677.56,-92012.20,269563.09,17007.88
2019-04-15 00:00,1.65,0.60,23.74,0.12,0.00,0.37,13.36,3.26,0.04,0.00,-7.90,-0.18,19.90,24.34,28.70,99.11,176684.55,64099.55,2279707.18,11723.27,0.00,39997.68,1341859.68,329581.07,4400.89,0.00,740106.13,17652.41
2019-04-16 00:00,4.14,1.00,24.38,0.12,0.00,0.36,10.28,3.64,0.00,0.21,-4.07,-0.19,18.70,26.99,33.10,74.82,147989.66,36190.96,1672711.28,9516.59,0.00,41684.17,794332.79,312226.13,32.90,-26827.64,203967.93,9628.07
2019-04-17 00:00,2.01,0.15,28.10,0.15,0.00,0.42,9.40,3.38,0.00,0.00,-4.88,-0.18,15.10,23.05,28.60,68.99,73301.47,6327.77,1878740.68,12390.69,0.00,36414.57,672381.36,218355.62,31.70,0.00,291995.05,5369.02
2019-04-18 00:00,4.18,1.03,21.72,0.12,0.00,0.57,12.84,3.47,0.00,0.07,-8.18,-0.15,10.80,17.19,22.70,73.09,334235.84,91391.71,1457674.51,9472.95,0.00,55647.87,965778.13,267779.76,127.08,-8036.16,541311.55,8340.58
2019-04-19 00:00,3.04,1.08,22.88,0.14,0.00,0.96,8.17,1.24,0.00,1.11,-6.06,-0.16,19.00,24.97,33.00,83.21,216266.26,74680.55,1749307.07,10888.95,0.00,100354.60,658682.26,107357.97,37.51,-144663.73,389497.18,12700.01
2019-04-20 00:00,2.72,0.92,29.14,0.12,0.00,0.85,8.17,1.49,0.00,0.03,-9.06,-0.22,21.60,27.02,30.90,64.48,145691.05,49494.99,1771831.38,6936.49,0.00,78681.56,510352.37,108342.98,29.11,-2434.87,487850.36,15299.68
2019-04-21 00:00,2.26,0.56,11.07,0.11,0.00,1.66,8.22,1.57,0.00,5.64,-0.73,-0.12,12.20,16.91,19.40,92.33,238451.44,58160.57,905900.09,11082.56,0.00,176747.80,765824.69,152770.99,43.37,-562167.07,37458.48,10896.30
2019-04-22 00:00,3.65,1.23,10.72,0.15,0.00,1.40,9.06,1.77,0.01,2.94,-0.41,-0.13,9.30,14.63,19.90,103.71,391075.54,130948.83,1088091.12,15435.32,0.00,152687.08,943607.21,187532.16,632.28,-308079.48,44463.13,12889.95
2019-04-23 00:00,4.14,1.48,9.08,0.10,0.00,0.53,10.86,3.45,0.00,4.12,-0.01,-0.16,8.80,14.54,21.40,93.64,399284.16,143570.23,792994.20,9646.89,0.00,52802.90,1025355.62,348864.56,43.21,-399562.47,352.40,13507.24
2019-04-24 00:00,3.94,1.46,5.45,0.09,0.00,0.57,11.32,5.75,0.00,5.79,-0.18,-0.11,8.80,14.64,19.90,93.97,306270.81,116637.31,486819.90,8148.20,0.00,64068.21,1053685.89,557607.28,43.04,-567146.14,13478.25,10280.62
2019-04-25 00:00,3.45,1.39,9.89,0.12,0.00,0.72,5.38,2.42,0.00,8.57,-0.01,-0.15,8.50,15.30,21.10,72.65,171753.49,73443.22,716787.22,8119.05,0.00,60133.00,387858.54,174526.65,393.97,-645177.75,316.95,10541.24
2019-04-26 00:00,2.29,0.89,23.11,0.10,0.00,0.67,6.96,3.74,0.00,0.62,-4.21,-0.16,11.80,15.87,17.70,58.31,93217.18,38754.97,1222838.05,6335.23,0.00,57946.80,449736.47,254370.23,26.00,-36233.95,208101.05,6903.05
2019-04-27 00:00,3.88,1.44,7.73,0.11,0.00,1.18,10.29,4.31,0.00,3.09,-0.08,-0.11,10.20,14.11,17.60,84.65,247290.63,96001.53,648295.15,8976.31,0.00,113361.06,862274.98,388228.77,37.57,-262989.63,4802.14,8998.95
2019-04-28 00:00,3.11,1.11,5.41,0.12,0.00,1.15,7.95,6.92,0.00,6.18,-0.50,-0.12,12.90,15.15,17.90,91.38,228832.20,85163.92,494388.01,10888.30,0.00,119257.95,755183.19,693220.84,41.27,-485743.88,53978.26,10535.08
2019-04-29 00:00,3.96,1.42,6.96,0.12,0.00,1.75,11.61,13.56,0.00,0.13,-4.96,-0.15,8.90,16.07,23.40,113.58,403552.08,146395.36,743792.79,15188.57,0.00,223363.41,1292899.72,1547029.49,51.84,-20506.37,518354.97,15084.75
2019-04-30 00:00,2.97,0.47,28.11,0.08,0.00,1.54,5.00,3.31,0.02,0.00,-6.42,-0.10,13.30,19.04,24.00,51.11,-152314.01,-17186.53,1346453.71,7251.73,0.00,129851.54,277116.56,195833.00,1767.90,0.00,289091.44,1680.57
2019-05-01 00:00,2.53,0.43,27.90,0.12,0.00,0.55,6.28,3.14,0.01,0.00,-5.70,-0.15,12.20,14.36,18.40,62.15,33325.16,35021.38,1607294.69,7742.76,0.00,52763.55,433910.76,206899.06,1477.87,0.00,307921.00,6408.20
2019-05-02 00:00,2.03,0.87,24.19,0.10,0.00,1.38,7.61,4.73,0.02,0.13,-4.43,-0.14,11.10,13.36,17.40,98.97,218018.34,93454.52,2307090.94,9811.29,0.00,147646.50,758474.43,486616.51,1666.24,-14116.73,393098.88,14445.51
2019-05-03 00:00,2.12,0.79,27.14,0.14,0.00,1.80,11.11,3.93,0.02,0.00,-9.99,-0.16,10.20,13.82,18.80,87.71,169974.75,63993.65,2354915.67,11589.32,0.00,160872.33,976219.40,353576.10,1585.96,0.00,859679.80,13985.93
2019-05-04 00:00,2.38,0.69,6.92,0.10,0.00,0.82,11.41,8.74,0.00,2.44,-0.49,-0.14,11.50,14.85,18.40,106.46,231674.56,68947.41,649532.54,11771.27,0.00,97948.53,1198854.62,982451.40,48.68,-298071.29,46744.54,13910.14
2019-05-05 00:00,3.14,1.55,2.77,0.09,0.00,0.95,11.73,12.83,0.00,0.94,-2.11,-0.11,8.80,14.48,18.10,106.65,312813.39,154562.04,295655.91,8981.15,0.00,107394.71,1237712.00,1368561.45,49.13,-107637.79,216339.87,11622.32
2019-05-06 00:00,3.78,1.29,5.34,0.09,0.00,1.80,11.68,13.25,0.03,0.63,-2.42,-0.12,6.90,13.14,19.40,109.49,384806.55,132367.07,566918.34,10262.64,0.00,216842.32,1258362.59,1459662.67,3421.51,-72740.25,253541.62,11074.62
2019-05-07 00:00,1.81,0.78,30.18,0.11,0.00,0.40,8.82,6.50,0.00,0.00,-10.23,-0.15,11.40,13.98,17.40,77.64,94409.96,48611.50,2248584.19,7817.72,0.00,41687.44,702837.16,529940.70,35.29,0.00,732627.94,8791.24
2019-05-08 00:00,2.09,0.93,12.16,0.10,0.00,2.77,11.07,10.96,0.02,0.33,-3.11,-0.12,12.60,14.16,16.50,109.30,210042.45,94148.97,1148351.88,12087.65,0.00,357678.64,1196955.26,1274539.72,3739.40,-51640.28,290537.30,11935.61
2019-05-09 00:00,0.70,0.21,26.94,0.10,0.00,1.18,9.78,8.66,0.01,0.00,-7.13,-0.15,8.70,11.43,13.50,102.86,71366.46,21833.10,2650521.11,10408.92,0.00,150194.65,1020441.33,930817.04,1561.61,0.00,697519.09,14907.97
2019-05-10 00:00,3.07,0.96,19.23,0.10,0.00,1.42,11.06,8.53,0.00,0.01,-5.12,-0.16,7.60,10.93,15.10,86.56,270935.53,82286.05,1548466.51,8632.18,0.00,147488.84,970830.03,770517.13,37.78,-667.33,395990.58,12911.64
2019-05-11 00:00,1.90,0.88,8.85,0.10,0.00,1.13,14.62,7.50,0.00,0.60,-0.73,-0.12,11.00,13.73,16.60,86.42,150220.47,68123.14,708880.22,9071.84,0.00,114582.42,1266801.46,690612.70,39.30,-52826.27,64980.86,9507.30
2019-05-12 00:00,1.49,0.77,2.93,0.10,0.00,1.72,12.39,7.62,0.00,6.20,0.00,-0.11,12.20,14.32,16.50,93.13,132177.73,68116.80,255904.40,9571.45,0.00,183035.68,1153371.45,739085.42,42.88,-544945.54,0.00,9558.97
2019-05-13 00:00,3.23,1.28,12.41,0.11,0.00,0.48,13.47,8.49,0.00,1.70,-4.09,-0.15,8.60,13.85,18.60,76.73,188902.09,78509.43,761677.58,7891.50,0.00,53358.96,1026916.23,743564.13,33.46,-164976.83,242809.81,9960.06
2019-05-14 00:00,3.47,1.37,2.96,0.08,0.00,0.80,14.72,9.99,0.00,3.88,-0.16,-0.12,8.10,13.30,19.10,93.85,276543.78,112094.21,288791.94,7204.58,0.00,87879.41,1370232.49,987141.45,122.70,-318862.00,16546.96,10810.02
2019-05-15 00:00,3.23,1.24,7.45,0.09,0.00,1.26,15.10,9.25,0.00,0.51,-1.55,-0.11,7.60,13.73,19.10,98.57,287002.52,113888.85,638663.74,8831.68,0.00,157239.23,1470656.72,993888.20,147.68,-43649.84,141907.45,10957.46
2019-05-16 00:00,3.42,1.32,11.25,0.10,0.00,0.74,14.65,9.66,0.00,0.12,-4.19,-0.15,8.80,15.31,20.80,92.94,288542.60,112410.71,954929.53,9804.50,0.00,82934.68,1357744.71,968201.03,39.47,-12529.10,375935.05,13269.91
2019-05-17 00:00,3.33,1.26,11.06,0.11,0.00,1.74,14.31,9.98,0.00,0.00,-5.81,-0.13,13.70,17.11,22.60,88.66,276151.81,106588.04,874694.79,10368.97,0.00,180374.75,1270450.93,953164.94,39.77,0.00,502486.92,12634.61
2019-05-18 00:00,1.84,0.62,21.67,0.11,0.00,0.70,11.38,5.59,0.00,0.00,-9.34,-0.13,11.90,19.88,24.50,75.22,120863.79,41309.43,1604257.48,7820.61,0.00,59781.20,860133.02,435332.69,34.68,0.00,699094.40,9486.74
2019-05-19 00:00,0.62,0.43,23.89,0.10,0.00,0.41,8.08,5.51,0.00,0.00,-7.50,-0.14,15.50,20.07,23.10,70.67,39431.61,28070.94,1573578.28,7212.82,0.00,36156.08,620420.84,421371.89,32.32,0.00,501300.69,9621.83
2019-05-20 00:00,1.94,1.22,11.49,0.11,0.00,0.61,12.03,10.95,0.14,1.46,-4.30,-0.14,13.00,15.36,18.10,89.14,152084.69,97342.33,944192.06,9973.89,0.00,66070.89,1073324.21,1041018.25,12642.74,-125303.79,366604.64,11581.28
2019-05-21 00:00,2.98,1.01,4.69,0.09,0.00,1.54,12.04,14.50,0.00,0.82,-1.55,-0.15,11.50,16.20,22.40,102.85,286736.32,98036.71,463993.25,9043.20,0.00,169098.14,1231032.80,1525310.84,47.26,-77880.27,165724.14,16212.91
2019-05-22 00:00,3.26,1.19,0.62,0.11,0.00,1.90,15.74,14.37,0.01,0.92,-1.43,-0.16,7.80,13.74,21.20,114.23,316564.00,116410.23,64623.82,13987.06,0.00,244150.24,1758307.29,1680408.02,856.28,-91876.23,158663.49,16412.22
2019-05-23 00:00,3.09,0.51,17.46,0.11,0.00,0.81,13.61,9.72,0.00,0.77,-9.31,-0.15,8.40,16.15,23.80,60.36,-18748.25,16261.90,730523.41,7359.24,0.00,73110.84,844467.12,650508.24,26.85,-66595.29,349754.90,-2606.79
2019-05-24 00:00,2.45,0.57,23.39,0.16,0.00,0.68,8.19,9.14,0.00,0.43,-9.60,-0.16,13.30,17.70,23.40,67.35,11939.91,14663.06,1264019.66,13328.65,0.00,67039.93,548698.11,720330.41,29.22,-43684.85,443646.21,2303.89
2019-05-25 00:00,1.05,0.74,20.42,0.08,0.00,0.67,5.03,6.91,0.00,1.86,-3.60,-0.11,12.80,14.03,16.30,71.90,55204.89,40322.81,1423438.37,5731.96,0.00,56070.79,365249.46,526888.05,32.75,-132777.35,241434.46,7356.56
2019-05-26 00:00,1.45,0.69,25.87,0.11,0.00,0.32,4.66,5.18,0.00,0.81,-4.21,-0.13,11.80,13.58,15.20,62.25,57830.79,28408.06,1572342.16,6673.73,0.00,28634.51,288786.13,348710.01,27.79,-48577.55,241425.04,6945.74
2019-05-27 00:00,1.89,0.81,25.93,0.11,0.00,1.62,5.37,8.71,0.00,0.43,-5.44,-0.15,11.80,13.05,14.80,83.09,141502.13,61147.81,1927254.52,8692.42,0.00,188071.47,442139.92,800645.00,22.02,-45314.75,354867.98,10950.67
2019-05-28 00:00,1.26,0.50,33.66,0.42,0.00,0.51,4.61,8.63,0.00,0.00,-9.54,-0.49,12.70,13.99,15.50,69.46,84389.18,33452.19,2275239.29,26546.15,0.00,47194.09,322736.42,630735.81,4.28,0.00,641626.22,38623.97
2019-05-29 00:00,2.45,0.49,30.16,0.14,0.00,0.97,6.34,9.45,0.00,0.07,-9.35,-0.20,6.80,11.39,14.00,57.44,34052.01,12788.55,1389081.57,10521.81,0.00,105261.11,417837.15,665018.49,13.71,-6661.30,408562.38,-753.25
2019-05-30 00:00,2.31,1.08,10.20,0.11,0.00,2.03,10.65,12.67,0.00,2.07,-0.40,-0.14,5.10,10.03,14.70,100.12,212299.92,100379.16,949151.16,11234.41,0.00,238530.49,1065436.39,1360493.38,13.71,-176641.13,63281.58,12005.23
2019-05-31 00:00,1.23,0.58,6.60,0.10,0.00,2.90,12.18,11.84,0.00,3.10,0.00,-0.13,9.50,12.25,15.00,102.81,124592.18,58951.59,634632.64,10012.87,0.00,334018.52,1250289.41,1280187.46,33.56,-264518.14,418.31,10341.77
2019-06-01 00:00,2.02,0.88,8.40,0.10,0.00,1.58,15.37,8.87,0.00,0.92,-2.97,-0.16,9.50,12.49,15.30,108.91,212828.74,93876.00,864274.83,10839.59,0.00,189054.77,1654532.91,1051487.52,28.83,-75464.04,333264.74,16925.39
2019-06-02 00:00,1.69,0.81,15.82,0.11,0.00,0.88,15.03,6.25,0.00,1.61,-6.41,-0.16,9.10,12.26,15.10,90.14,125532.51,63150.86,1337103.83,10017.12,0.00,83869.04,1370472.69,579886.57,29.70,-153068.62,523739.72,13560.49
2019-06-03 00:00,2.20,0.76,23.20,0.14,0.00,1.30,11.80,9.93,0.01,0.32,-7.11,-0.15,6.10,10.36,13.90,102.64,169993.75,59732.09,2149836.01,13838.93,0.00,225520.19,1201224.30,1159780.83,832.41,-34667.29,713637.28,14256.73
2019-06-04 00:00,1.64,0.95,14.62,0.17,0.00,2.40,11.33,12.37,0.03,1.94,-2.14,-0.19,5.40,9.56,12.20,144.12,207132.69,119223.19,1987531.64,26936.39,0.00,449437.20,1548596.99,1945215.92,6589.80,-235365.57,316421.98,25251.58
2019-06-05 00:00,2.15,0.92,10.77,0.14,0.00,1.32,14.73,14.60,0.06,1.22,-3.20,-0.18,4.50,10.03,13.60,150.76,257621.07,115145.00,1400435.40,21629.98,0.00,308627.56,2162621.08,2237633.25,12625.20,-271990.16,420916.23,24560.20
2019-06-06 00:00,2.50,1.06,8.18,0.14,0.00,2.12,14.57,14.52,0.00,1.22,-2.84,-0.17,6.00,10.79,14.80,156.87,307396.51,135274.32,1102085.29,23269.51,0.00,489913.82,2244575.00,2422902.02,485.08,-126589.66,446291.10,24725.40
2019-06-07 00:00,3.06,1.20,17.79,0.12,0.00,1.84,13.96,11.99,0.00,0.00,-8.53,-0.16,3.50,10.35,16.30,117.09,297055.78,119439.14,1748937.16,14751.56,0.00,313906.43,1646061.62,1544340.91,23.86,0.00,896300.45,18770.21
2019-06-08 00:00,2.90,0.94,21.16,0.14,0.00,0.93,12.45,9.68,0.00,0.00,-10.60,-0.17,6.20,12.32,16.90,69.64,115970.75,44865.32,1128104.09,11509.79,0.00,109778.06,921899.02,809310.29,19.78,0.00,608509.33,5111.75
2019-06-09 00:00,0.46,0.37,27.83,0.12,0.00,0.04,3.06,6.44,0.00,0.93,-3.33,-0.13,11.80,14.53,16.60,68.36,30255.60,26550.27,1828440.71,8084.15,0.00,3670.66,231262.63,453774.61,17.67,-62284.09,189573.88,7843.31
2019-06-10 00:00,2.81,1.21,21.39,0.12,0.00,0.60,6.13,7.01,0.00,0.88,-6.32,-0.15,11.20,14.35,17.40,49.30,85922.69,42086.36,605590.44,6540.00,0.00,44236.26,413374.49,453736.90,17.97,-84091.22,110185.34,3443.63
2019-06-11 00:00,2.97,0.89,21.98,0.11,0.00,0.63,8.88,7.56,0.01,0.14,-5.74,-0.16,11.80,17.10,22.00,63.15,65637.01,35154.47,1303855.60,6121.40,0.00,64469.26,565934.64,509627.59,471.93,-8831.83,317937.47,5081.50
2019-06-12 00:00,1.29,0.25,22.72,0.13,0.00,0.67,7.57,8.64,0.00,0.83,-4.27,-0.14,12.20,14.79,17.50,79.09,61034.39,15755.58,1444710.87,11953.73,0.00,81027.20,708207.69,794800.94,69.83,-82138.55,247370.09,6942.82
2019-06-13 00:00,1.93,0.91,14.20,0.08,0.00,1.13,11.65,9.72,0.00,0.93,-2.34,-0.09,10.60,12.93,16.50,78.65,137311.19,65970.92,947068.59,7187.90,0.00,109149.83,946495.27,811593.69,15.75,-88536.00,123904.70,3773.87
2019-06-14 00:00,1.82,1.13,10.15,0.11,0.00,0.95,14.21,10.22,0.00,0.62,-1.90,-0.13,10.90,13.56,16.60,85.02,130299.14,83528.54,779801.60,8801.90,0.00,96525.08,1213039.41,918126.90,11.04,-57211.06,142356.02,8405.55
2019-06-15 00:00,1.56,0.90,5.00,0.11,0.00,1.15,15.74,10.68,0.00,1.25,-1.99,-0.11,10.90,13.08,15.30,102.89,144101.02,85149.82,497532.31,10889.16,0.00,132507.70,1598067.83,1132160.83,24.72,-111164.47,192358.11,10739.01
2019-06-16 00:00,2.91,1.08,4.19,0.14,0.00,1.57,12.78,10.37,0.00,1.39,-0.82,-0.16,10.10,13.07,16.60,111.84,291889.04,111591.81,368036.23,17530.24,0.00,231885.75,1380420.64,1247232.95,18.25,-161341.51,93094.29,14558.63
2019-06-17 00:00,1.63,0.89,14.25,0.08,0.00,1.30,14.78,9.33,0.00,1.23,-3.00,-0.11,8.60,11.45,14.60,102.56,138498.12,77055.63,1330809.49,7980.35,0.00,172432.41,1527990.70,1047693.08,274.74,-107857.00,293242.01,11590.06
2019-06-18 00:00,2.72,0.97,13.20,0.11,0.00,0.94,15.15,10.63,0.03,2.49,-4.45,-0.17,5.50,10.70,13.70,101.41,262913.46,95169.11,971570.98,10666.74,0.00,120756.75,1516131.16,1194731.81,4915.05,-346785.09,299381.17,11540.28
2019-06-19 00:00,2.28,0.90,0.75,0.12,0.00,1.50,16.38,16.63,0.07,5.42,-0.36,-0.21,4.90,8.81,13.30,168.20,326368.86,127713.06,110184.44,24608.96,0.00,325273.54,2622572.31,2798333.65,20731.98,-970745.03,49343.47,30194.03
2019-06-20 00:00,1.28,0.96,3.09,0.16,0.00,0.94,16.14,16.01,0.00,5.39,-0.11,-0.10,7.50,9.95,12.30,147.49,194492.48,146504.78,479025.83,23448.36,0.00,136374.65,2357544.62,2415644.00,31.25,-736201.20,19561.78,15255.00
2019-06-21 00:00,2.18,0.90,5.13,0.12,0.00,1.37,14.79,15.44,0.00,3.42,-0.37,-0.13,7.20,10.89,15.20,126.21,246744.91,101840.06,635650.37,16289.87,0.00,193282.74,1843346.78,2014567.31,360.33,-410974.85,68911.69,15525.41
