SETTLEMENTDATE,REGIONID,TOTAL_SENT_OUT_ENERGY,TOTAL_EMISSIONS,CO2E_INTENSITY_INDEX,date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2020-06-03,SA1,31256.774535,10922.62262562,0.3494,2020-06-03,-0.16,0.0,5.65,0.01,4.76,13.66,0.88,0.71,0.13,10.89,0.61,2.45,5.8,12.05,15.4,13.16,2859.0,5463.0,618.8,424.1,,47.92,5063.0,0.0,280873.0,602.1,252622.0,654138.0,59981.0,55008.0,6884.0,448632.0,27292.0,106303.0
2020-06-04,SA1,34715.942491,12563.0551544,0.3619,2020-06-04,-0.19,-1.7,3.96,0.01,5.96,13.93,0.86,1.53,0.15,12.31,1.11,3.83,4.0,8.92,15.7,12.68,3576.0,5573.0,604.4,915.8,,56.78,8302.0,58158.0,277745.0,546.4,379487.0,742370.0,77259.0,114102.0,8892.0,507110.0,44771.0,151942.0
2020-06-05,SA1,28160.97510401,14047.07533357,0.4988,2020-06-05,-0.16,0.0,9.02,0.0,7.04,14.57,1.23,1.81,0.15,3.23,1.15,3.78,4.0,9.21,15.3,-2.3,4226.0,5826.0,862.8,1088.0,,66.66,8095.0,0.0,565383.0,-148.5,545499.0,973687.0,110115.0,161134.0,13074.0,183625.0,54568.0,172963.0
2020-06-06,SA1,22612.903241,11750.60396786,0.5196,2020-06-06,-0.19,0.0,13.93,0.0,5.91,11.09,0.58,2.34,0.12,2.42,0.64,2.45,5.0,9.04,13.9,-2.23,3545.0,4437.0,405.6,1403.0,,60.84,9662.0,0.0,834392.0,-133.3,366032.0,655452.0,38530.0,154266.0,7396.0,154880.0,36065.0,133732.0
2020-06-07,SA1,31170.43048,9406.46404651,0.3018,2020-06-07,-0.13,-0.16,5.95,0.0,5.01,9.67,0.55,1.17,0.1,14.1,0.99,2.53,4.3,8.65,12.8,-2.61,3005.0,3869.0,384.1,702.3,,55.39,5956.0,5342.0,344757.0,-133.0,313665.0,519856.0,48889.0,92085.0,7668.0,697666.0,47655.0,119608.0
2020-06-08,SA1,30874.94485001,10426.81628528,0.3377,2020-06-08,-0.17,-0.04,6.29,0.0,7.19,8.41,0.66,1.3,0.11,12.56,1.14,3.72,2.1,7.0,14.1,-3.08,4312.0,3366.0,464.1,780.6,,67.85,8799.0,1968.0,438603.0,-186.9,560107.0,566305.0,79215.0,129829.0,14127.0,739081.0,62679.0,193037.0
2020-06-09,SA1,37759.374268,15999.80097207,0.4237,2020-06-09,-0.17,-2.02,6.55,0.01,9.21,14.78,1.0,2.26,0.15,10.07,0.93,3.3,1.8,7.59,14.0,14.78,5526.0,5910.0,697.7,1358.0,,148.32,11175.0,126433.0,1236495.0,1423.0,1605569.0,2041313.0,347025.0,463959.0,75107.0,603816.0,71476.0,249234.0
2020-06-10,SA1,30394.443888,17180.94926776,0.5653,2020-06-10,-0.27,0.0,11.64,0.3,9.73,11.88,2.69,2.51,0.24,2.64,1.13,3.82,1.4,7.57,15.0,303.0,5836.0,4752.0,1884.0,1503.0,,130.42,21751.0,0.0,1158830.0,132111.0,1438377.0,1573467.0,572403.0,409011.0,58219.0,236147.0,102509.0,335053.0
2020-06-11,SA1,33582.626189,17561.19338499,0.5229,2020-06-11,-0.31,0.0,8.91,0.02,9.65,16.28,2.19,2.02,0.26,2.78,1.06,3.45,1.5,8.84,17.0,22.13,5792.0,6513.0,1530.0,1215.0,,107.51,20235.0,0.0,908392.0,3353.0,1177824.0,1651395.0,317108.0,300358.0,50025.0,260240.0,71656.0,219476.0
2020-06-12,SA1,45360.96686901,11151.31850975,0.2458,2020-06-12,-0.24,-6.25,0.64,0.0,5.58,13.18,0.25,1.18,0.18,24.59,1.0,3.36,7.4,14.66,19.7,-0.74,3350.0,5270.0,176.3,708.1,,58.03,9742.0,263659.0,43447.0,-37.16,277967.0,621368.0,13160.0,60024.0,8034.0,1050474.0,40733.0,134228.0
2020-06-13,SA1,38054.664023,3766.93147686,0.099,2020-06-13,-0.14,-1.25,3.64,0.0,2.48,4.18,0.0,0.35,0.12,31.08,0.1,0.58,11.3,13.62,16.3,-0.85,1487.0,1673.0,0.12,209.0,,33.52,4432.0,18487.0,137097.0,-29.72,80522.0,129868.0,6.22,14008.0,4229.0,963767.0,4040.0,22134.0
2020-06-14,SA1,37348.719489,4034.52866734,0.108,2020-06-14,-0.18,-0.66,2.05,0.0,2.69,4.18,0.12,0.44,0.14,29.36,0.73,1.36,8.8,12.26,15.3,-1.57,1611.0,1674.0,82.36,261.2,,27.46,4361.0,5964.0,70746.0,-36.05,84768.0,106594.0,5157.0,21608.0,3625.0,756898.0,16418.0,28398.0
2020-06-15,SA1,39132.504455,5066.90099558,0.1295,2020-06-15,-0.17,-2.04,1.69,0.0,2.95,5.47,0.29,0.56,0.12,29.07,0.97,2.7,12.3,14.32,17.4,-1.05,1768.0,2188.0,204.9,333.3,,27.14,3830.0,26175.0,61841.0,-25.38,84194.0,145444.0,11922.0,21980.0,3512.0,699042.0,20315.0,51135.0
2020-06-16,SA1,35513.137665,8751.20104268,0.2464,2020-06-16,-0.24,-0.94,5.63,0.0,4.89,8.27,0.55,1.4,0.17,19.52,1.11,1.85,10.9,13.18,16.1,0.75,2936.0,3307.0,382.9,836.9,,37.22,5934.0,13041.0,233673.0,23.37,223970.0,359854.0,35008.0,80380.0,7174.0,523420.0,33881.0,54552.0
2020-06-17,SA1,30580.98671301,15205.55803539,0.4972,2020-06-17,-0.22,-0.06,7.99,0.0,6.59,15.37,0.73,3.25,0.19,3.95,1.02,2.54,9.4,12.85,16.6,1.17,3952.0,6150.0,514.5,1951.0,,71.95,12939.0,2212.0,530925.0,159.6,544275.0,1091935.0,80323.0,257702.0,22317.0,219566.0,63477.0,150553.0
2020-06-18,SA1,47168.10290201,7977.2782931,0.1691,2020-06-18,-0.24,-9.96,0.01,0.0,3.63,9.54,0.25,1.14,0.21,31.58,1.22,3.54,12.0,15.01,18.6,1.02,2179.0,3817.0,177.2,683.2,,24.38,503.5,79353.0,264.6,-9.34,103495.0,189605.0,13349.0,51737.0,4120.0,522646.0,11331.0,21003.0
2020-06-19,SA1,45565.962867,7333.29856973,0.1609,2020-06-19,-0.2,-6.29,0.95,0.0,3.84,7.92,0.33,1.11,0.19,31.69,0.79,1.54,11.0,13.75,15.9,-0.53,2306.0,3169.0,231.0,666.8,,30.41,3411.0,105546.0,37070.0,-14.7,97503.0,219488.0,13498.0,43594.0,4979.0,718525.0,10745.0,18898.0
2020-06-20,SA1,38164.263271,5610.69379063,0.147,2020-06-20,-0.19,-2.72,1.92,0.0,2.93,6.69,0.23,0.62,0.17,27.03,0.79,2.23,9.7,11.42,14.2,-1.15,1756.0,2675.0,160.4,370.8,,38.84,6122.0,92241.0,60982.0,-38.78,100566.0,234051.0,9791.0,24918.0,5945.0,917513.0,23964.0,65324.0
2020-06-21,SA1,40553.351654,6090.67334532,0.1502,2020-06-21,-0.2,-4.8,0.15,0.0,3.32,6.1,0.23,1.19,0.14,29.1,0.89,2.74,10.7,12.43,14.3,-1.23,1993.0,2440.0,159.9,715.4,,42.81,5156.0,153839.0,5610.0,-37.44,121516.0,218699.0,11451.0,52082.0,5295.0,970677.0,29670.0,89291.0
2020-06-22,SA1,47524.711813,10230.01238057,0.2153,2020-06-22,-0.18,-7.09,0.38,0.0,4.56,10.85,0.49,2.08,0.17,29.05,0.78,2.44,8.9,11.66,14.1,-0.64,2737.0,4342.0,346.3,1249.0,,54.64,5555.0,282951.0,12932.0,-24.53,202215.0,457297.0,29724.0,103695.0,9601.0,1133406.0,34202.0,107548.0
2020-06-23,SA1,35480.23701199,13060.2548271,0.3681,2020-06-23,-0.18,-1.96,6.11,0.01,7.06,14.13,0.39,1.54,0.15,11.57,1.21,2.02,11.2,11.96,13.7,7.83,4238.0,5651.0,274.4,922.8,,53.61,5984.0,47595.0,350205.0,1362.0,421968.0,714210.0,29109.0,103054.0,11093.0,413609.0,59340.0,96865.0
2020-06-24,SA1,31541.782925,14980.55413237,0.4749,2020-06-24,-0.19,-0.04,7.35,0.0,8.35,15.05,0.95,1.66,0.15,4.9,1.17,2.15,10.0,11.69,14.5,-1.48,5008.0,6022.0,663.6,996.3,,59.19,8955.0,4848.0,360919.0,-84.72,546819.0,882481.0,70526.0,121941.0,11236.0,259926.0,67667.0,120713.0
2020-06-25,SA1,33820.021683,11955.47471909,0.3535,2020-06-25,-0.12,-0.5,5.87,0.0,6.76,12.84,0.23,1.43,0.07,11.7,1.38,2.58,9.0,11.41,16.3,-1.38,4055.0,5138.0,164.0,859.1,,44.04,4021.0,10724.0,295660.0,-22.42,328281.0,566127.0,16277.0,78371.0,2905.0,409159.0,52736.0,95978.0
2020-06-26,SA1,27828.74710499,15620.19651936,0.5613,2020-06-26,-0.12,0.0,10.28,0.0,8.43,14.59,0.98,2.77,0.09,0.67,0.72,2.48,8.8,11.89,15.6,-2.08,5055.0,5834.0,687.1,1665.0,,60.36,6469.0,0.0,574739.0,-118.2,555434.0,879455.0,72711.0,186658.0,6149.0,39319.0,34732.0,113255.0
2020-06-27,SA1,27278.537935,12420.78294895,0.4553,2020-06-27,-0.15,-0.35,7.0,0.0,6.27,13.88,0.31,1.71,0.13,4.24,1.1,3.36,5.3,11.36,16.7,-1.78,3763.0,5552.0,214.2,1028.0,,51.62,6521.0,11150.0,372253.0,-84.75,361483.0,704472.0,24317.0,110136.0,7334.0,178059.0,41265.0,119086.0
2020-06-28,SA1,28951.298801,11908.19930905,0.4113,2020-06-28,-0.17,-0.49,5.34,0.0,6.02,13.47,0.45,1.39,0.11,6.61,1.42,3.6,5.7,10.48,16.3,-2.18,3613.0,5388.0,315.6,836.4,,51.36,7153.0,13599.0,271446.0,-103.3,373693.0,676670.0,45930.0,104383.0,6481.0,280341.0,47153.0,111193.0
2020-06-29,SA1,43976.260451,11915.95072364,0.271,2020-06-29,-0.15,-4.92,0.19,0.0,6.14,12.95,0.68,1.45,0.15,21.74,1.44,3.71,4.3,10.66,14.7,-1.98,3684.0,5178.0,478.3,867.3,,47.49,5423.0,161187.0,7458.0,-75.99,277139.0,518559.0,38727.0,78006.0,8769.0,766327.0,57067.0,141503.0
2020-06-30,SA1,39219.15831,8026.85795136,0.2047,2020-06-30,-0.17,-3.26,3.04,0.0,6.14,6.21,0.64,0.84,0.17,20.08,1.09,3.26,8.9,11.81,15.6,-1.69,3683.0,2483.0,448.2,502.7,,36.51,3770.0,68176.0,129205.0,-51.5,234157.0,226792.0,29956.0,39951.0,4195.0,563821.0,26121.0,62541.0
2020-07-01,SA1,37873.192254,4543.01267985,0.12,2020-07-01,-0.08,-3.11,2.81,0.0,2.97,4.91,0.46,0.09,0.03,29.33,0.42,3.13,9.9,13.48,20.0,-1.54,1780.0,1962.0,324.7,53.13,,36.5,2870.0,49331.0,126782.0,-47.83,110673.0,168412.0,20158.0,3997.0,1252.0,937893.0,10850.0,62688.0
2020-07-02,SA1,39633.186653,6683.81849304,0.1686,2020-07-02,-0.13,-2.63,2.01,0.0,3.53,6.54,0.68,1.01,0.09,27.07,1.02,2.93,9.3,11.23,13.8,-2.22,2117.0,2617.0,475.0,608.5,,40.74,4812.0,68113.0,92460.0,-76.24,143645.0,255910.0,31937.0,47308.0,3096.0,933989.0,35904.0,98539.0
2020-07-03,SA1,42928.846934,9070.1864752,0.2113,2020-07-03,-0.18,-4.16,0.98,0.0,4.85,8.34,0.59,1.63,0.1,27.04,0.84,2.47,9.0,11.23,13.4,-1.99,2908.0,3337.0,415.2,978.9,,47.74,6604.0,160438.0,39167.0,-75.09,203106.0,345108.0,24533.0,71419.0,4019.0,1037428.0,34037.0,103574.0
2020-07-04,SA1,33853.67652799,14330.65136292,0.4233,2020-07-04,-0.05,-0.62,1.65,0.0,9.02,11.42,0.81,2.55,0.05,9.55,1.07,2.3,7.9,11.16,14.7,-1.81,5411.0,4567.0,566.8,1529.0,,52.1,2000.0,34616.0,66857.0,-84.7,476793.0,592739.0,46108.0,143886.0,2714.0,442519.0,51188.0,106896.0
2020-07-05,SA1,31441.80729799,15713.42234589,0.4998,2020-07-05,-0.1,-0.68,2.49,0.0,9.46,13.89,0.97,2.4,0.09,4.41,0.9,2.58,8.4,11.65,14.6,-1.57,5674.0,5555.0,675.8,1440.0,,53.09,2910.0,35793.0,115398.0,-75.3,517780.0,698471.0,60971.0,138503.0,4736.0,194940.0,42718.0,119879.0
2020-07-06,SA1,39769.84256299,17596.58773091,0.4425,2020-07-06,-0.21,-3.34,1.97,0.03,10.05,14.85,1.62,2.95,0.13,9.82,1.06,2.67,8.2,11.28,13.7,32.06,6029.0,5942.0,1133.0,1770.0,,73.07,11058.0,185072.0,101167.0,1743.0,708714.0,931076.0,145554.0,197259.0,13826.0,527624.0,63043.0,154966.0
2020-07-07,SA1,43997.487346,18546.53938142,0.4215,2020-07-07,-0.11,-3.78,0.69,0.0,11.65,14.83,1.69,2.64,0.11,12.83,1.03,1.82,8.3,10.56,12.4,2.39,6993.0,5930.0,1182.0,1584.0,,89.25,5964.0,181279.0,64292.0,876.6,1006880.0,1177470.0,196144.0,247952.0,12538.0,718725.0,94818.0,166652.0
2020-07-08,SA1,42335.662676,19738.97974606,0.4662,2020-07-08,-0.05,-3.81,0.38,0.0,11.87,15.32,2.48,3.01,0.04,8.72,1.69,3.59,6.5,9.88,14.8,4.48,7120.0,6128.0,1733.0,1806.0,,87.42,3234.0,281304.0,31949.0,1264.0,945866.0,1130876.0,225237.0,243170.0,5113.0,582458.0,108001.0,221026.0
2020-07-09,SA1,43575.61014701,16223.57130391,0.3723,2020-07-09,-0.18,-4.45,0.15,0.0,10.38,14.85,0.94,1.79,0.14,14.99,1.19,3.47,6.8,11.09,15.3,2.15,6226.0,5938.0,656.6,1075.0,,72.77,8411.0,230826.0,10605.0,548.1,702008.0,914922.0,95392.0,137930.0,13090.0,811516.0,57071.0,166864.0
2020-07-10,SA1,45137.06623199,17918.21508207,0.397,2020-07-10,-0.21,-5.88,0.13,0.0,10.48,15.3,1.95,2.56,0.16,14.55,0.85,2.0,10.0,12.46,14.6,1.93,6287.0,6118.0,1364.0,1537.0,,78.09,9050.0,340697.0,10153.0,161.0,688069.0,934118.0,139853.0,177788.0,11306.0,772729.0,56216.0,132062.0
2020-07-11,SA1,39856.968274,18448.98496749,0.4629,2020-07-11,-0.19,-4.25,0.79,0.0,10.34,15.52,1.91,3.09,0.14,8.9,0.67,2.52,7.3,9.48,13.4,-1.72,6204.0,6207.0,1339.0,1856.0,,93.22,11489.0,301189.0,71689.0,-127.6,861855.0,1176549.0,180006.0,256639.0,13110.0,544897.0,53768.0,206073.0
2020-07-12,SA1,38991.90558301,15168.98097019,0.389,2020-07-12,-0.12,-4.21,0.33,0.0,8.32,13.64,1.22,2.56,0.12,12.89,0.87,2.54,7.7,10.63,15.6,-1.66,4994.0,5455.0,854.4,1538.0,,69.63,6134.0,229039.0,22692.0,-95.08,498093.0,787339.0,78153.0,154518.0,6944.0,708588.0,42255.0,123967.0
2020-07-13,SA1,35775.082834,17904.86585807,0.5005,2020-07-13,-0.15,-0.38,2.0,0.0,11.91,14.16,1.13,2.71,0.11,5.26,1.26,3.64,4.4,9.09,14.2,-1.49,7144.0,5663.0,792.6,1628.0,,62.34,6386.0,23594.0,106384.0,-88.81,786663.0,855540.0,93545.0,182726.0,7681.0,271135.0,67417.0,195916.0
2020-07-14,SA1,35193.865284,17195.34708097,0.4886,2020-07-14,-0.14,-0.18,3.4,0.03,10.71,14.31,1.76,2.22,0.1,5.63,1.24,3.37,4.6,8.32,12.0,32.93,6425.0,5723.0,1232.0,1332.0,,63.21,7842.0,14566.0,199107.0,1931.0,699093.0,888390.0,129251.0,152720.0,6928.0,331793.0,68529.0,183497.0
2020-07-15,SA1,38438.48632701,17310.44904874,0.4503,2020-07-15,-0.2,-3.37,2.59,0.03,10.53,14.88,1.56,2.38,0.09,7.99,1.73,3.89,5.2,10.98,16.4,32.84,6315.0,5950.0,1089.0,1426.0,,77.68,10621.0,206552.0,164488.0,2087.0,762729.0,1001286.0,119060.0,179417.0,6471.0,517039.0,93519.0,205938.0
2020-07-16,SA1,39116.115604,20075.61859174,0.5132,2020-07-16,-0.11,-3.34,1.65,0.03,11.89,16.06,3.42,2.24,0.13,4.55,1.65,3.73,5.5,10.89,17.1,33.09,7134.0,6425.0,2397.0,1345.0,,95.53,6885.0,289190.0,137604.0,3890.0,1029511.0,1282346.0,308700.0,204488.0,13202.0,337432.0,122193.0,267784.0
2020-07-17,SA1,36692.28259401,15532.4195566,0.4233,2020-07-17,-0.14,-3.78,2.03,0.03,8.55,15.22,1.22,2.06,0.09,8.42,1.77,3.88,8.2,13.17,19.3,33.57,5128.0,6089.0,855.6,1234.0,,82.44,7301.0,238424.0,155051.0,2217.0,648292.0,1073326.0,101395.0,158858.0,7753.0,541518.0,98998.0,211252.0
2020-07-18,SA1,40421.848627,6176.57330547,0.1528,2020-07-18,-0.16,-5.15,0.53,0.0,3.4,6.16,0.0,1.33,0.12,28.9,0.78,1.48,11.3,13.95,16.1,-1.22,2042.0,2465.0,0.0,800.9,,51.04,4976.0,196453.0,28802.0,-49.27,144959.0,260867.0,0.0,60339.0,4744.0,1123798.0,29257.0,54710.0
2020-07-19,SA1,37714.267487,5915.15669231,0.1568,2020-07-19,-0.2,-5.22,1.74,0.0,4.01,5.75,0.0,0.8,0.12,26.35,1.11,2.94,9.1,11.63,14.8,-2.02,2408.0,2300.0,0.0,479.0,,11.94,-1176.0,-12063.0,69412.0,-18.04,95540.0,105853.0,0.0,37436.0,-1083.0,287535.0,-31407.0,-103510.0
2020-07-20,SA1,33915.89175,15899.6179095,0.4688,2020-07-20,-0.11,-0.21,5.65,0.0,9.56,13.67,1.85,1.97,0.15,6.41,1.07,2.92,6.0,10.05,13.4,-1.74,5739.0,5466.0,1297.0,1185.0,,61.4,4208.0,17562.0,296849.0,-103.6,626707.0,847668.0,139182.0,148382.0,8757.0,335803.0,56918.0,155319.0
2020-07-21,SA1,40730.464933,20171.14246348,0.4952,2020-07-21,-0.15,-1.0,1.79,0.0,10.45,15.13,4.34,3.04,0.1,7.07,1.36,2.72,3.9,8.58,13.3,-1.98,6267.0,6051.0,3037.0,1827.0,,97.49,10778.0,100037.0,105168.0,-163.2,1118325.0,1350518.0,461435.0,302084.0,9372.0,565919.0,119666.0,229936.0
2020-07-22,SA1,42313.22210801,20296.19254047,0.4797,2020-07-22,-0.06,-1.64,1.35,0.0,11.18,15.74,2.84,3.57,0.03,8.24,1.45,2.4,4.7,9.07,12.0,-2.33,6706.0,6295.0,1988.0,2142.0,,97.32,4375.0,148046.0,110044.0,-187.6,1153654.0,1384257.0,313146.0,340120.0,3374.0,636552.0,112198.0,184588.0
2020-07-23,SA1,45906.820973,19383.31458935,0.4222,2020-07-23,-0.13,-6.31,0.06,0.0,11.61,15.12,2.35,2.94,0.12,12.72,1.85,4.16,3.4,9.5,15.0,-2.45,6963.0,6049.0,1644.0,1765.0,,107.29,7746.0,520531.0,4175.0,-207.2,1140184.0,1233334.0,285056.0,275064.0,13252.0,890517.0,124345.0,277420.0
2020-07-24,SA1,46973.312822,15320.62128636,0.3262,2020-07-24,-0.17,-8.95,0.15,0.0,10.87,11.84,0.97,2.04,0.14,20.44,1.52,3.99,9.0,13.38,18.3,-1.97,6522.0,4738.0,682.1,1227.0,,52.81,-24.02,222177.0,10967.0,-70.72,604054.0,574535.0,79559.0,146979.0,8214.0,538776.0,27560.0,49702.0
2020-07-25,SA1,36082.888221,18287.42235213,0.5068,2020-07-25,-0.16,-4.14,0.79,0.0,11.44,15.74,0.93,2.93,0.13,3.92,1.83,4.0,6.3,12.05,16.8,-1.88,6865.0,6297.0,649.2,1758.0,,80.65,9260.0,269560.0,49531.0,-119.1,779931.0,1027250.0,70044.0,201232.0,9870.0,267911.0,103761.0,227763.0
2020-07-26,SA1,34088.63844401,17991.82431957,0.5278,2020-07-26,-0.14,-1.78,2.15,0.0,11.24,15.48,1.23,2.59,0.12,3.27,0.97,3.07,5.2,10.52,16.6,-1.81,6741.0,6193.0,857.2,1555.0,,75.52,8368.0,136361.0,128109.0,-119.4,798782.0,1036503.0,103988.0,186286.0,8269.0,221978.0,61987.0,194428.0
2020-07-27,SA1,39875.436529,13913.88853672,0.3489,2020-07-27,-0.2,-3.06,1.66,0.0,9.1,11.83,0.77,2.01,0.12,15.44,1.33,3.49,6.8,11.11,15.5,4.3,5459.0,4731.0,537.6,1204.0,,63.43,7190.0,216326.0,76365.0,226.5,556195.0,659914.0,68332.0,139618.0,8757.0,773113.0,50219.0,138287.0
2020-07-28,SA1,38790.893837,18899.51152233,0.4872,2020-07-28,-0.18,-0.19,2.72,0.0,12.04,15.1,1.99,2.66,0.15,6.43,1.29,3.16,2.3,7.15,13.0,-2.54,7221.0,6041.0,1392.0,1595.0,,62.59,8125.0,11870.0,168593.0,-149.6,775807.0,929794.0,134755.0,181447.0,9529.0,330830.0,81160.0,195114.0
2020-07-29,SA1,38222.68698299,17133.81856817,0.4483,2020-07-29,-0.2,-1.81,2.68,0.0,10.23,15.21,0.96,2.73,0.06,8.17,1.59,3.73,3.2,9.87,16.1,-2.44,6138.0,6084.0,675.4,1640.0,,70.84,12563.0,94326.0,200708.0,-164.6,733201.0,1029832.0,74139.0,201766.0,3363.0,495644.0,71843.0,153646.0
2020-07-30,SA1,35422.194199,17910.93150465,0.5056,2020-07-30,-0.04,-1.05,3.01,0.0,10.75,15.57,1.68,2.45,0.02,3.98,1.73,3.87,7.6,10.58,14.2,-2.24,6450.0,6229.0,1178.0,1471.0,,66.43,2368.0,71231.0,172855.0,-142.4,717455.0,980428.0,119177.0,169669.0,1457.0,263124.0,91721.0,198766.0
2020-07-31,SA1,39012.61735202,16354.5188377,0.4192,2020-07-31,-0.04,-4.63,0.72,0.01,10.02,14.73,0.7,2.6,0.04,9.8,1.82,4.13,5.8,12.87,18.8,9.79,6012.0,5892.0,488.2,1560.0,,76.62,2050.0,263665.0,51081.0,1712.0,674840.0,953234.0,52268.0,185231.0,3773.0,614456.0,81766.0,173303.0
2020-08-01,SA1,34368.228246,9570.77319279,0.2785,2020-08-01,-0.05,-4.62,1.06,0.0,7.96,6.41,0.5,1.31,0.03,16.92,1.84,4.36,10.6,15.02,19.9,-1.74,4774.0,2564.0,347.5,787.4,,40.85,54.64,59452.0,64172.0,-60.66,370636.0,352236.0,33787.0,84658.0,1998.0,491428.0,8205.0,-7905.0
2020-08-02,SA1,30277.627285,13492.02576168,0.4456,2020-08-02,-0.06,-1.85,2.0,0.0,9.23,12.06,0.71,1.52,0.03,5.57,1.77,4.25,7.3,12.38,19.8,-1.73,5538.0,4825.0,495.8,910.9,,53.73,2777.0,68938.0,103300.0,-83.71,501169.0,619556.0,40814.0,96911.0,1521.0,259876.0,60412.0,138045.0
2020-08-03,SA1,34806.67536,15245.63419744,0.438,2020-08-03,-0.04,-0.85,3.0,0.09,8.81,14.78,0.68,2.12,0.02,7.57,1.47,3.62,6.5,10.26,15.1,93.3,5283.0,5912.0,478.1,1272.0,,49.73,1686.0,39266.0,148144.0,5161.0,439926.0,708662.0,37367.0,111600.0,838.3,351785.0,59169.0,148808.0
2020-08-04,SA1,41990.644809,11225.81368389,0.2673,2020-08-04,-0.04,-4.95,0.56,0.03,6.46,10.37,0.86,1.66,0.03,21.33,1.88,4.43,4.5,9.03,13.2,32.79,3879.0,4147.0,603.5,995.8,,48.46,989.6,185513.0,19085.0,1575.0,293450.0,436792.0,47526.0,87130.0,1414.0,808797.0,56787.0,126623.0
2020-08-05,SA1,50908.649799,13671.95925842,0.2686,2020-08-05,-0.03,-11.25,0.0,0.0,7.41,13.01,1.19,2.03,0.01,26.86,1.09,4.58,0.9,8.01,14.0,2.76,4448.0,5205.0,834.0,1218.0,,49.94,470.1,334389.0,0.0,12.28,324756.0,503762.0,73294.0,112050.0,427.3,837779.0,16011.0,40069.0
2020-08-06,SA1,55972.87717699,14050.81538396,0.251,2020-08-06,-0.04,-11.26,0.0,0.03,7.66,14.43,1.35,1.33,0.03,31.42,0.46,2.55,5.7,9.39,12.4,31.66,4595.0,5773.0,946.7,796.1,,72.26,1222.0,537902.0,0.0,1750.0,402627.0,724341.0,76257.0,71612.0,1690.0,1522444.0,20046.0,105091.0
2020-08-07,SA1,54173.261376,13913.53644877,0.2568,2020-08-07,-0.07,-7.87,1.13,0.0,7.98,14.19,1.35,1.13,0.09,29.91,0.29,1.21,7.3,8.56,10.0,-3.8,4787.0,5676.0,947.6,678.9,,47.31,1055.0,197126.0,53412.0,-137.0,306750.0,563310.0,62426.0,48435.0,4604.0,1010148.0,17618.0,69366.0
2020-08-08,SA1,31630.783136,12246.11084267,0.3872,2020-08-08,-0.1,0.0,8.62,0.0,5.51,12.22,1.64,1.76,0.17,10.54,0.3,1.78,8.6,10.49,13.1,-2.94,3307.0,4888.0,1150.0,1058.0,,59.48,5042.0,0.0,486628.0,-167.0,343481.0,735333.0,115603.0,117198.0,10794.0,586834.0,17242.0,106090.0
2020-08-09,SA1,31433.67157999,12034.28464664,0.3828,2020-08-09,-0.14,-0.1,5.37,0.0,6.65,11.73,1.07,1.41,0.1,10.29,0.73,2.78,7.1,10.95,14.6,-2.77,3990.0,4692.0,746.0,844.3,,48.06,6358.0,4220.0,268600.0,-126.5,334302.0,583823.0,57797.0,76392.0,4997.0,443472.0,29341.0,107031.0
2020-08-10,SA1,40041.455174,12859.61087768,0.3212,2020-08-10,-0.12,-6.21,3.43,0.0,6.78,13.21,0.75,1.83,0.1,16.09,1.87,4.47,5.3,12.12,17.0,-2.33,4068.0,5283.0,524.7,1098.0,,59.87,4756.0,266194.0,165390.0,-109.6,350947.0,640939.0,49594.0,107690.0,6543.0,725126.0,64167.0,145245.0
2020-08-11,SA1,51918.281476,8126.31723119,0.1565,2020-08-11,-0.35,-8.41,0.18,0.0,3.49,9.05,0.71,1.33,0.27,36.84,0.62,1.09,11.2,13.08,14.7,-1.98,2093.0,3621.0,498.3,798.4,,41.24,4723.0,190088.0,7254.0,-56.37,117580.0,293182.0,37236.0,63601.0,10426.0,1055697.0,25192.0,43828.0
2020-08-12,SA1,44160.759988,8219.32552927,0.1861,2020-08-12,-0.11,-5.28,0.05,0.0,3.99,6.72,1.43,1.75,0.1,29.36,1.2,2.58,11.2,13.48,17.0,0.86,2391.0,2688.0,998.9,1048.0,,67.2,5219.0,303516.0,2171.0,12.98,230009.0,385075.0,102733.0,126155.0,6941.0,1469449.0,60472.0,116591.0
