SETTLEMENTDATE,REGIONID,TOTAL_SENT_OUT_ENERGY,TOTAL_EMISSIONS,CO2E_INTENSITY_INDEX,date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2020-08-13,SA1,40480.47369199,10268.51049739,0.2537,2020-08-13,-0.1,-3.69,0.86,0.01,4.67,9.99,1.17,1.98,0.06,21.76,1.17,2.94,11.5,13.57,16.8,5.42,2802.0,3997.0,819.5,1187.0,,59.38,4286.0,148085.0,66852.0,738.3,278085.0,532954.0,71825.0,135831.0,3990.0,1015823.0,47502.0,118051.0
2020-08-14,SA1,33899.69396401,12588.75108255,0.3714,2020-08-14,-0.21,-1.31,3.24,0.0,6.25,11.45,1.75,2.16,0.15,8.91,1.51,3.58,10.5,12.82,16.4,-1.49,3751.0,4578.0,1227.0,1299.0,,74.79,11789.0,89607.0,185163.0,-106.3,437510.0,784513.0,114439.0,146577.0,13977.0,612865.0,121390.0,284823.0
2020-08-15,SA1,33540.10424101,11809.46618993,0.3521,2020-08-15,-0.15,-2.55,1.11,0.0,6.37,10.8,1.63,1.59,0.12,11.99,1.45,3.84,10.5,12.52,14.9,-2.11,3822.0,4319.0,1139.0,954.8,,56.03,6561.0,91501.0,68861.0,-106.7,331163.0,553572.0,97060.0,97268.0,6410.0,586852.0,50705.0,138481.0
2020-08-16,SA1,25735.32730201,12940.44909541,0.5028,2020-08-16,-0.18,-0.02,6.05,0.0,7.36,11.43,1.74,1.66,0.14,2.38,1.54,3.83,8.1,11.03,14.8,-2.06,4413.0,4574.0,1219.0,995.0,,63.24,9360.0,1528.0,369410.0,-127.5,492763.0,705061.0,120945.0,114793.0,10185.0,144209.0,87212.0,215586.0
2020-08-17,SA1,46412.438356,10304.01925371,0.222,2020-08-17,-0.23,-5.85,0.24,0.0,5.58,10.42,0.71,1.52,0.14,23.57,0.95,1.82,9.3,12.89,16.6,-2.43,3347.0,4167.0,499.7,911.9,,62.18,6320.0,263646.0,11526.0,-115.3,312209.0,527882.0,53000.0,96083.0,6667.0,1067169.0,26904.0,45525.0
2020-08-18,SA1,45125.66754,7495.37053983,0.1661,2020-08-18,-0.12,-6.09,0.05,0.0,3.59,8.27,0.84,0.88,0.16,30.06,1.62,3.11,9.0,11.93,15.8,-2.73,2152.0,3309.0,587.3,525.5,,46.97,1587.0,229240.0,2422.0,-97.96,137690.0,310209.0,42055.0,43217.0,6855.0,1090573.0,41589.0,84387.0
2020-08-19,SA1,46635.710525,8127.8833858,0.1743,2020-08-19,-0.14,-7.75,0.37,0.0,4.36,8.35,0.54,1.22,0.11,31.74,0.74,3.69,10.0,11.98,15.1,-1.1,2617.0,3341.0,379.9,729.3,,59.92,2297.0,350954.0,15259.0,-44.89,190557.0,361618.0,32259.0,70209.0,5537.0,1391723.0,30955.0,138874.0
2020-08-20,SA1,50434.295382,8571.83462676,0.17,2020-08-20,-0.28,-11.1,0.0,0.0,5.16,7.63,0.67,1.49,0.1,34.75,1.1,3.57,9.7,11.71,14.5,-3.04,3095.0,3050.0,468.3,894.4,,57.19,9065.0,401931.0,0.0,-112.9,215671.0,280989.0,28431.0,70327.0,5250.0,1256762.0,44770.0,150625.0
2020-08-21,SA1,48571.751892,8309.72736631,0.1711,2020-08-21,-0.14,-7.71,0.0,0.0,5.69,6.44,0.86,1.29,0.19,33.73,0.84,3.75,7.9,10.34,12.6,-3.71,3413.0,2576.0,600.7,772.9,,44.57,726.7,279822.0,0.0,-105.8,210312.0,207826.0,40113.0,60362.0,4683.0,1088060.0,18277.0,92470.0
2020-08-22,SA1,42574.09855401,7426.42531646,0.1744,2020-08-22,-0.24,-6.42,0.01,0.0,5.74,5.7,0.0,1.32,0.15,29.35,0.78,4.58,8.9,10.6,13.2,-3.02,3443.0,2281.0,0.0,792.8,,10.04,-12714.0,90492.0,226.4,-25.97,113211.0,91792.0,0.0,53835.0,2499.0,364120.0,-14429.0,-277708.0
2020-08-23,SA1,30561.25019,10668.03298358,0.3491,2020-08-23,-0.19,-0.74,3.07,0.0,7.91,7.54,1.19,1.35,0.1,11.43,1.51,4.86,7.7,10.34,13.1,-2.72,4748.0,3017.0,832.8,812.3,,57.1,7895.0,25991.0,210780.0,-143.2,518318.0,467208.0,91887.0,113613.0,6734.0,489796.0,59134.0,181212.0
2020-08-24,SA1,31788.852928,18454.56461793,0.5805,2020-08-24,-0.16,-0.01,7.11,0.01,11.42,11.91,3.93,2.59,0.19,0.98,1.49,3.64,5.2,9.29,13.1,9.17,6854.0,4763.0,2751.0,1552.0,,138.43,13841.0,1010.0,818140.0,3862.0,1924813.0,1525803.0,674602.0,458359.0,49173.0,124048.0,106616.0,265633.0
2020-08-25,SA1,35105.09067399,18730.8946149,0.5336,2020-08-25,-0.23,-2.2,3.14,0.03,11.42,11.86,2.73,3.63,0.16,3.73,2.25,5.47,2.4,9.53,15.0,27.08,6855.0,4746.0,1914.0,2180.0,,90.44,15543.0,170505.0,244467.0,1904.0,1007714.0,954223.0,260918.0,303753.0,17839.0,304188.0,153218.0,364987.0
2020-08-26,SA1,36379.93975199,15478.55618319,0.4255,2020-08-26,-0.15,-4.1,1.6,0.03,10.61,10.71,1.37,2.69,0.17,9.17,2.26,5.56,8.7,14.47,19.8,26.77,6367.0,4284.0,961.4,1617.0,,96.46,6839.0,307840.0,108762.0,1440.0,1062815.0,883708.0,197371.0,281694.0,24274.0,624567.0,107103.0,244322.0
2020-08-27,SA1,38585.911282,10270.31541281,0.2662,2020-08-27,-0.21,-6.39,1.06,0.0,6.61,8.57,0.19,2.17,0.12,18.96,2.37,5.55,11.1,13.91,17.5,-0.89,3965.0,3429.0,135.5,1300.0,,46.51,1778.0,170065.0,54053.0,-90.27,285873.0,390396.0,11595.0,119667.0,5858.0,698676.0,30351.0,46282.0
2020-08-28,SA1,27996.22535401,13171.12528506,0.4705,2020-08-28,-0.17,-1.07,4.33,0.0,8.41,10.3,0.82,2.59,0.16,3.79,2.39,5.7,10.1,13.85,18.4,-1.97,5047.0,4121.0,572.9,1554.0,,62.06,4986.0,27501.0,225324.0,-110.1,639492.0,647720.0,100828.0,215890.0,18288.0,198853.0,75608.0,157597.0
2020-08-29,SA1,36135.268359,4267.99889011,0.1181,2020-08-29,-0.3,-8.77,0.51,0.0,5.58,1.17,0.0,0.26,0.2,28.49,1.04,5.9,11.4,18.56,24.1,-1.24,3347.0,469.2,0.85,154.4,,-43.86,-19278.0,-307869.0,21874.0,21.83,-124161.0,41986.0,70.54,10259.0,-2868.0,-586556.0,-75037.0,-453213.0
2020-08-30,SA1,38597.001972,4347.45851948,0.1126,2020-08-30,-0.19,-7.68,0.84,0.0,5.88,0.96,0.0,0.24,0.12,30.52,1.42,3.29,9.8,13.72,18.7,-1.93,3531.0,385.6,0.0,146.2,,-16.74,-5768.0,-193197.0,31317.0,7.59,-22314.0,35154.0,0.0,10292.0,2002.0,-306896.0,-39096.0,-104502.0
2020-08-31,SA1,30094.86386099,13509.88747811,0.4489,2020-08-31,-0.12,-0.68,6.15,0.0,9.83,9.49,0.81,2.14,0.13,6.21,2.09,3.96,7.6,10.76,14.4,-2.57,5900.0,3797.0,567.4,1286.0,,61.96,7917.0,43130.0,305113.0,-144.2,661596.0,578569.0,79999.0,160411.0,8167.0,351061.0,100920.0,182805.0
2020-09-01,SA1,43555.33484001,6887.70859449,0.1581,2020-09-01,-0.3,-8.62,0.0,0.0,3.56,7.44,0.18,1.17,0.19,29.8,1.53,5.39,8.5,14.52,19.0,-2.21,2137.0,2976.0,123.7,702.9,,15.04,1900.0,103196.0,0.0,-30.35,71646.0,161930.0,7911.0,49204.0,1081.0,522332.0,-65834.0,-246649.0
2020-09-02,SA1,38308.73945,6626.272112,0.173,2020-09-02,-0.27,-7.85,1.34,0.03,2.67,8.95,0.26,0.57,0.28,24.09,1.74,5.82,12.4,16.28,19.0,28.41,1604.0,3579.0,181.1,340.4,,-14.37,-13563.0,-135559.0,64775.0,2677.0,-1818.0,-26024.0,17657.0,35354.0,5108.0,-29995.0,-84464.0,-374855.0
2020-09-03,SA1,38384.21863699,7027.7994735,0.1831,2020-09-03,-0.32,-5.91,1.94,0.03,2.92,8.88,0.36,0.82,0.19,23.72,1.77,4.88,9.9,12.99,17.0,27.46,1754.0,3553.0,255.5,491.9,,-10.01,-14955.0,-144287.0,84034.0,1702.0,22138.0,9761.0,18762.0,39847.0,1629.0,22202.0,-93122.0,-341157.0
2020-09-04,SA1,31162.709084,8458.69695732,0.2714,2020-09-04,-0.25,-3.13,5.28,0.07,3.38,8.45,1.0,1.73,0.2,14.58,1.96,4.95,8.9,13.43,17.9,72.34,2028.0,3381.0,702.0,1039.0,,18.08,-1615.0,-77924.0,220981.0,4268.0,101789.0,297105.0,52460.0,87689.0,8689.0,161912.0,-28296.0,-135794.0
2020-09-05,SA1,23389.254441,10711.88959948,0.458,2020-09-05,-0.2,-0.31,5.36,0.0,5.84,8.82,1.25,2.06,0.21,3.15,2.41,5.22,8.9,13.88,17.7,-2.03,3504.0,3527.0,874.6,1237.0,,51.55,6981.0,19227.0,219483.0,-103.2,384938.0,485049.0,101286.0,145750.0,14395.0,126295.0,79961.0,159327.0
2020-09-06,SA1,30207.58418301,6573.6970204,0.2176,2020-09-06,-0.3,-5.47,1.83,0.0,3.48,7.18,0.2,1.0,0.18,16.59,1.83,5.94,8.9,17.69,24.2,-2.06,2089.0,2873.0,139.8,601.3,,7.51,-4577.0,-83755.0,89715.0,-34.62,82134.0,136890.0,9001.0,47439.0,6902.0,53232.0,-7190.0,-86093.0
2020-09-07,SA1,35889.897771,4251.88085133,0.1185,2020-09-07,-0.23,-6.52,0.0,0.0,2.47,4.21,0.4,0.54,0.23,26.62,1.68,6.02,18.7,23.71,28.7,-0.97,1479.0,1682.0,278.3,326.5,,-27.83,-12862.0,-150350.0,0.0,-2.63,-36015.0,-65116.0,14154.0,16561.0,-6227.0,-84386.0,-139906.0,-521134.0
2020-09-08,SA1,34266.666362,7690.47735915,0.2244,2020-09-08,-0.27,-3.09,1.45,0.0,3.85,7.92,0.66,1.17,0.25,19.44,1.21,2.49,12.6,16.29,24.8,-0.56,2309.0,3166.0,461.6,702.9,,40.78,7109.0,87003.0,58723.0,-23.12,145714.0,308751.0,29017.0,50077.0,10003.0,566154.0,54606.0,113537.0
2020-09-09,SA1,36891.930809,7669.75648776,0.2079,2020-09-09,-0.36,-7.76,0.0,0.0,4.71,8.71,0.0,0.7,0.22,21.35,1.58,6.3,10.3,14.36,19.4,-1.14,2828.0,3484.0,0.0,417.1,,4.49,-19871.0,15825.0,0.0,-8.96,64973.0,111880.0,0.0,26560.0,5935.0,307707.0,-53612.0,-300071.0
2020-09-10,SA1,37376.233229,6915.05309576,0.185,2020-09-10,-0.33,-8.4,0.0,0.0,2.81,9.5,0.04,0.65,0.3,22.46,2.02,6.13,12.8,18.05,23.2,-0.97,1683.0,3799.0,27.0,392.8,,-11.32,-10607.0,-72373.0,0.0,24.46,7834.0,-18849.0,1697.0,16284.0,-5509.0,-207939.0,-19522.0,-89228.0
2020-09-11,SA1,38535.571257,6666.14057643,0.173,2020-09-11,-0.42,-8.2,0.0,0.0,2.49,9.24,0.24,0.5,0.32,24.55,1.66,4.44,19.1,22.75,29.2,-0.31,1493.0,3695.0,166.0,301.3,,-33.07,-17392.0,-217578.0,0.0,12.62,-32465.0,-152809.0,10528.0,23544.0,-2810.0,-631791.0,-20835.0,-109296.0
2020-09-12,SA1,31377.214132,8466.93984299,0.2698,2020-09-12,-0.21,-4.15,0.4,0.0,5.49,7.78,0.03,1.2,0.24,15.19,2.02,3.88,13.0,17.4,23.4,-0.03,3296.0,3112.0,24.43,719.3,,35.52,4314.0,103250.0,16306.0,-1.01,181858.0,259037.0,1582.0,49954.0,7613.0,316028.0,67281.0,125042.0
2020-09-13,SA1,27354.74266,8486.05200985,0.3102,2020-09-13,-0.29,-4.04,1.05,0.0,4.77,9.6,0.0,0.83,0.22,10.57,1.83,6.41,9.9,12.82,15.4,-0.17,2860.0,3842.0,0.0,498.6,,21.13,562.0,24466.0,33006.0,-3.78,108393.0,251800.0,0.0,33502.0,5284.0,235247.0,-3098.0,-35201.0
2020-09-14,SA1,32819.061608,12609.87573125,0.3842,2020-09-14,-0.25,-3.4,0.82,0.0,7.06,13.15,0.61,1.3,0.2,8.59,2.48,5.07,8.9,12.74,16.4,-0.13,4238.0,5259.0,424.1,780.9,,42.92,7021.0,147170.0,22977.0,-3.61,278341.0,454723.0,36281.0,63192.0,7368.0,297845.0,73068.0,140575.0
2020-09-15,SA1,30006.82633001,12426.34163062,0.4141,2020-09-15,-0.22,-3.41,0.36,0.0,6.45,12.06,0.85,1.97,0.25,6.32,2.67,6.47,6.2,12.93,20.3,-0.25,3870.0,4823.0,593.4,1179.0,,49.74,7859.0,136653.0,13570.0,-9.84,299370.0,515695.0,55621.0,101637.0,11367.0,250647.0,86054.0,200513.0
2020-09-16,SA1,32381.428948,9148.93526664,0.2825,2020-09-16,-0.28,-3.85,1.57,0.02,7.24,6.67,0.59,1.05,0.26,14.84,2.26,4.82,10.9,18.9,26.2,16.76,4344.0,2666.0,409.8,628.5,,32.6,5348.0,25839.0,81059.0,887.2,311319.0,238839.0,44038.0,69605.0,11369.0,241304.0,44871.0,72417.0
2020-09-17,SA1,40549.22695999,5410.41023538,0.1334,2020-09-17,-0.28,-6.41,0.0,0.0,4.86,3.11,0.35,0.79,0.24,31.1,0.65,2.51,16.1,17.22,18.6,-0.15,2918.0,1245.0,247.8,472.8,,21.66,-248.1,103660.0,0.0,2.75,81994.0,103405.0,14886.0,31961.0,6404.0,502096.0,-5949.0,-38295.0
2020-09-18,SA1,37262.138769,4591.52530123,0.1232,2020-09-18,-0.28,-6.15,0.4,0.0,2.43,4.51,0.46,0.75,0.24,28.2,0.98,4.35,18.7,23.31,26.8,-0.18,1456.0,1803.0,321.7,452.5,,12.32,-913.7,15967.0,17338.0,-1.96,46952.0,71255.0,19556.0,32155.0,2185.0,473091.0,-40206.0,-195163.0
2020-09-19,SA1,28189.256589,4071.43633871,0.1444,2020-09-19,-0.26,-3.04,2.87,0.0,2.11,4.46,0.33,0.51,0.24,19.6,1.13,3.79,16.2,19.91,24.3,-0.02,1269.0,1786.0,228.8,304.0,,21.79,1416.0,13571.0,125903.0,-0.26,46482.0,97356.0,15661.0,25772.0,7680.0,302329.0,24751.0,30862.0
2020-09-20,SA1,27466.020065,3458.21424641,0.1259,2020-09-20,-0.32,-5.04,2.78,0.0,2.19,4.33,0.12,0.0,0.28,19.29,1.48,6.2,14.4,18.8,27.7,-0.04,1315.0,1732.0,86.61,0.0,,-84.97,-32995.0,-596640.0,100481.0,1.47,-67671.0,-170596.0,6384.0,0.0,-17714.0,-399699.0,-210302.0,-1273290.0
2020-09-21,SA1,34144.899373,3740.24180388,0.1095,2020-09-21,-0.33,-4.43,0.2,0.0,2.13,4.39,0.33,0.2,0.29,25.18,1.95,5.61,10.1,14.74,19.0,-0.11,1276.0,1756.0,230.6,120.8,,-22.93,-13742.0,-214802.0,7333.0,-2.61,-5453.0,-22029.0,14111.0,9082.0,1995.0,24908.0,-149851.0,-465646.0
2020-09-22,SA1,38875.342623,4900.68092647,0.1261,2020-09-22,-0.28,-5.7,0.06,0.0,2.92,4.46,0.47,0.77,0.25,29.08,1.32,5.0,10.5,12.95,15.2,0.0,1751.0,1782.0,328.9,464.3,,-0.89,-6827.0,-73550.0,2547.0,0.0,-822.6,27432.0,23936.0,35133.0,4088.0,205293.0,-43940.0,-207468.0
2020-09-23,SA1,38138.375622,6510.91638618,0.1707,2020-09-23,-0.3,-5.4,0.18,0.04,3.41,6.08,0.62,1.2,0.21,25.4,1.6,5.48,10.4,12.51,15.0,35.16,2046.0,2430.0,436.6,718.6,,3.84,-7540.0,-64226.0,9391.0,1209.0,84985.0,121419.0,28120.0,57067.0,5163.0,198062.0,-58053.0,-227811.0
2020-09-24,SA1,40332.739147,9669.41313794,0.2397,2020-09-24,-0.35,-4.4,1.73,0.04,4.81,8.63,0.84,2.17,0.32,22.72,1.06,3.47,8.2,11.04,14.7,35.18,2886.0,3453.0,584.9,1303.0,,51.62,13384.0,165599.0,90253.0,1435.0,229343.0,410535.0,49826.0,109038.0,12762.0,948117.0,24827.0,62464.0
2020-09-25,SA1,42933.579657,7556.73892173,0.176,2020-09-25,-0.55,-6.22,0.13,0.0,3.01,7.45,1.12,1.55,0.46,27.75,1.52,5.72,7.0,10.07,13.6,0.0,1806.0,2979.0,786.6,929.4,,8.17,-15088.0,2992.0,5767.0,0.0,58690.0,160566.0,27432.0,65237.0,-6865.0,381238.0,-53281.0,-284012.0
2020-09-26,SA1,31304.232791,10151.49511885,0.3243,2020-09-26,-0.27,-0.79,1.58,0.0,5.39,8.33,1.31,2.04,0.24,12.21,2.27,5.38,6.4,10.4,14.0,0.0,3237.0,3332.0,918.6,1223.0,,34.26,6201.0,16093.0,66048.0,0.0,238266.0,314464.0,74544.0,100784.0,9400.0,347170.0,46048.0,72703.0
2020-09-27,SA1,27042.567877,11399.97569716,0.4216,2020-09-27,-0.25,-1.76,3.79,0.0,7.53,9.28,0.78,1.86,0.19,5.8,2.55,5.72,5.0,11.89,17.5,0.03,4519.0,3713.0,542.7,1117.0,,60.63,9933.0,76515.0,211808.0,1.07,517785.0,544677.0,64603.0,138002.0,13455.0,295229.0,87756.0,192043.0
2020-09-28,SA1,39605.220257,5822.15182378,0.147,2020-09-28,-0.45,-8.93,0.0,0.0,2.48,7.65,0.0,0.81,0.27,26.98,1.58,6.66,12.5,16.69,21.1,0.0,1487.0,3060.0,0.0,486.9,,10.36,-13460.0,58911.0,0.0,0.0,37675.0,160275.0,0.0,47730.0,8792.0,393751.0,-43089.0,-266607.0
2020-09-29,SA1,36115.232892,6998.67090999,0.1938,2020-09-29,-0.26,-3.48,3.15,0.04,3.7,6.69,0.45,1.35,0.34,23.26,0.53,2.22,13.4,16.16,19.9,36.27,2219.0,2674.0,316.4,811.3,,43.0,4829.0,83557.0,157708.0,1326.0,175728.0,282500.0,29629.0,79706.0,15267.0,725561.0,15326.0,61697.0
2020-09-30,SA1,37235.568961,7320.50160035,0.1966,2020-09-30,-0.33,-3.83,1.42,0.04,2.99,9.69,0.14,0.9,0.23,21.31,1.67,2.93,11.0,13.84,16.3,36.94,1796.0,3875.0,96.37,541.4,,27.56,2814.0,24988.0,57661.0,788.6,97927.0,273861.0,6410.0,40947.0,7385.0,487657.0,16131.0,7165.0
2020-10-01,SA1,25723.582556,7550.99377422,0.2935,2020-10-01,-0.31,-2.56,5.35,0.0,3.28,9.4,0.83,0.51,0.29,9.12,2.39,7.44,7.2,14.83,21.4,1.38,1966.0,3762.0,579.1,303.7,,23.59,-4849.0,-75666.0,265486.0,-73.27,123782.0,411082.0,70095.0,24202.0,15395.0,133062.0,-3941.0,-115407.0
2020-10-02,SA1,34914.057658,3450.63813373,0.0988,2020-10-02,-0.35,-5.87,0.13,0.0,1.97,4.27,0.33,0.0,0.3,25.63,2.14,7.42,17.6,25.0,31.2,4.38,1182.0,1708.0,228.7,0.0,,-57.39,-30493.0,-336829.0,3307.0,184.8,-66672.0,-141715.0,10709.0,0.0,-2672.0,-650382.0,-176862.0,-672989.0
2020-10-03,SA1,34274.787338,4083.19697266,0.1191,2020-10-03,-0.26,-4.44,0.7,0.0,1.93,5.93,0.16,0.0,0.19,25.66,0.97,2.57,18.7,25.14,29.4,-0.05,1158.0,2374.0,113.5,0.0,,-11.0,-6139.0,-130681.0,30852.0,-1.25,-9053.0,54119.0,6721.0,0.0,4148.0,-254554.0,-11710.0,-51229.0
2020-10-04,SA1,28003.813221,4448.0160365,0.1588,2020-10-04,-0.25,-2.07,2.53,0.0,1.93,6.33,0.36,0.0,0.14,18.65,1.27,3.02,9.8,17.07,23.5,-0.17,1159.0,2533.0,252.6,0.0,,26.09,3875.0,26414.0,86234.0,-3.61,47369.0,155403.0,10731.0,0.0,4933.0,425796.0,21885.0,50357.0
2020-10-05,SA1,31353.322759,4851.746957,0.1547,2020-10-05,-0.27,-4.64,0.33,0.0,1.93,5.96,1.01,0.1,0.22,21.14,1.95,5.38,8.3,11.45,15.3,-0.48,1156.0,2386.0,710.2,57.5,,32.67,6618.0,93670.0,14242.0,-14.09,50232.0,194618.0,48225.0,5047.0,7680.0,510953.0,47939.0,102394.0
2020-10-06,SA1,35305.117632,6454.57266888,0.1828,2020-10-06,-0.33,-5.76,0.35,0.02,1.93,9.03,0.36,0.61,0.33,22.7,1.24,6.6,9.6,11.99,15.5,23.06,1158.0,3613.0,253.3,368.1,,73.49,12176.0,292317.0,19179.0,1975.0,106441.0,627999.0,44754.0,82215.0,30070.0,1142899.0,62630.0,302263.0
2020-10-07,SA1,42046.337696,9950.25037176,0.2366,2020-10-07,-0.42,-5.31,1.63,0.0,2.33,12.5,1.35,1.03,0.37,24.45,0.65,2.05,9.2,10.57,13.4,-2.87,1400.0,5001.0,947.1,615.8,,91.6,18974.0,226189.0,201980.0,-224.3,178187.0,1124091.0,231367.0,146244.0,62542.0,1257963.0,86197.0,188244.0
2020-10-08,SA1,37297.183715,5724.17696013,0.1535,2020-10-08,-0.48,-6.37,1.3,0.0,1.93,9.19,0.01,0.0,0.38,24.59,1.53,6.33,9.9,12.97,15.3,-2.84,1160.0,3676.0,5.54,0.0,,-49.54,-36904.0,-388644.0,66978.0,72.45,-47270.0,-121383.0,-1560.0,0.0,-4129.0,-521314.0,-156071.0,-692451.0
2020-10-09,SA1,27232.578451,8976.55452727,0.3296,2020-10-09,-0.36,-3.09,2.39,0.06,2.44,11.52,1.27,0.87,0.28,8.39,2.73,7.47,11.5,15.15,20.0,60.56,1463.0,4606.0,892.4,522.2,,49.34,7132.0,2077.0,159047.0,4039.0,160939.0,752404.0,165520.0,121555.0,29164.0,269689.0,23466.0,-18556.0
2020-10-10,SA1,29378.032588,5739.23745299,0.1954,2020-10-10,-0.38,-7.01,0.75,0.0,2.21,7.59,0.32,0.61,0.32,16.31,2.29,7.86,10.3,16.11,20.6,-1.88,1324.0,3038.0,224.8,366.7,,-29.79,-19663.0,-293041.0,40950.0,-0.08,3051.0,129718.0,18824.0,33158.0,-2776.0,23190.0,-165641.0,-687478.0
2020-10-11,SA1,20791.173405,8758.20995808,0.4212,2020-10-11,-0.22,-1.75,2.81,0.0,2.42,10.48,1.47,1.05,0.19,2.52,2.92,7.65,7.5,16.36,23.8,-2.08,1454.0,4194.0,1025.0,632.7,,60.87,11248.0,55186.0,146703.0,-106.9,143920.0,695646.0,161800.0,87304.0,12318.0,138357.0,109627.0,236204.0
2020-10-12,SA1,29993.033763,8285.97007829,0.2763,2020-10-12,-0.34,-4.19,2.42,0.0,2.44,12.04,0.62,0.5,0.3,12.29,2.07,5.81,15.3,21.78,28.0,2.75,1465.0,4815.0,436.2,301.1,,31.86,3884.0,45716.0,108070.0,139.4,84198.0,471120.0,28573.0,26739.0,17043.0,296126.0,16759.0,-15859.0
2020-10-13,SA1,22799.470558,7805.10925097,0.3423,2020-10-13,-0.2,-1.44,5.93,0.0,2.63,12.19,0.3,0.0,0.21,4.91,2.93,7.46,13.1,18.55,25.0,-1.22,1576.0,4874.0,213.0,0.0,,49.12,8412.0,43602.0,316836.0,-66.06,131847.0,613003.0,17491.0,0.0,12108.0,220323.0,103403.0,248086.0
2020-10-14,SA1,27273.537827,7787.37096116,0.2855,2020-10-14,-0.3,-1.28,4.46,0.0,2.6,11.83,0.09,0.42,0.25,9.28,2.9,7.0,14.1,23.65,31.8,-1.03,1560.0,4732.0,64.2,253.9,,50.4,10301.0,53430.0,237572.0,-55.12,133792.0,609400.0,7109.0,28288.0,16766.0,416037.0,114493.0,250440.0
2020-10-15,SA1,38878.885619,5976.64601241,0.1537,2020-10-15,-0.31,-4.61,0.23,0.0,1.84,9.63,0.22,0.0,0.29,25.23,1.36,2.32,17.3,22.42,26.7,-0.84,1107.0,3851.0,155.1,0.0,,37.64,3474.0,94088.0,10696.0,-31.79,50303.0,334749.0,11983.0,0.0,10496.0,700684.0,53058.0,92788.0
2020-10-16,SA1,30968.097558,8166.23693369,0.2637,2020-10-16,-0.27,-0.78,2.72,0.0,1.58,13.18,0.38,0.61,0.19,14.47,0.67,1.86,14.6,16.84,20.0,-2.31,949.5,5273.0,262.9,366.2,,58.89,10677.0,50997.0,154279.0,-119.8,90332.0,755989.0,29152.0,50528.0,14370.0,744286.0,34864.0,103149.0
2020-10-17,SA1,27796.167831,7073.95892329,0.2545,2020-10-17,-0.2,-3.04,1.61,0.0,0.99,13.1,0.0,0.13,0.13,11.68,1.3,5.85,12.1,14.1,17.8,-2.23,593.7,5238.0,0.0,78.92,,33.11,-1027.0,5391.0,81613.0,-81.81,34389.0,469776.0,0.0,7286.0,5516.0,401144.0,12411.0,27942.0
2020-10-18,SA1,23654.258233,6049.98913948,0.2558,2020-10-18,-0.13,-0.83,2.16,0.0,1.68,9.71,0.0,0.41,0.09,8.83,2.94,6.32,9.3,13.09,16.8,-2.48,1007.0,3885.0,0.0,247.4,,42.1,4148.0,21003.0,95574.0,-99.98,68821.0,424263.0,0.0,22691.0,3979.0,379695.0,98788.0,193781.0
2020-10-19,SA1,27852.323416,8842.41557465,0.3175,2020-10-19,-0.17,-2.03,1.11,0.0,1.4,13.95,0.41,1.06,0.15,7.27,2.94,7.96,6.2,13.06,18.6,-2.41,837.4,5578.0,289.2,636.1,,58.39,6771.0,97345.0,65526.0,-126.0,77972.0,745306.0,25339.0,73293.0,9362.0,376626.0,137556.0,372318.0
2020-10-20,SA1,26540.205672,9353.21962663,0.3524,2020-10-20,-0.2,-1.71,2.58,0.0,1.67,13.86,0.64,1.19,0.2,5.67,2.33,7.13,8.7,16.3,23.9,-2.09,1005.0,5545.0,450.8,711.4,,71.01,9538.0,86038.0,254748.0,-119.7,123913.0,941073.0,62381.0,125163.0,22891.0,293282.0,112890.0,337765.0
2020-10-21,SA1,26931.345079,9471.19059777,0.3517,2020-10-21,-0.34,-1.24,3.24,0.0,1.9,14.19,0.34,1.27,0.33,4.1,2.84,6.52,11.9,17.92,24.1,3.04,1141.0,5674.0,241.4,762.9,,85.19,24593.0,57056.0,315607.0,1393.0,195078.0,1227212.0,50004.0,179007.0,64354.0,243979.0,150398.0,315641.0
2020-10-22,SA1,38317.144486,7972.51296525,0.2081,2020-10-22,-0.32,-6.83,0.43,0.03,1.43,12.89,0.23,0.72,0.16,19.04,1.43,3.99,13.0,19.62,25.9,33.02,859.1,5156.0,159.2,430.0,,59.61,7573.0,235030.0,24602.0,1057.0,66956.0,580595.0,15081.0,45788.0,8648.0,759860.0,60475.0,173071.0
