SETTLEMENTDATE,REGIONID,TOTAL_SENT_OUT_ENERGY,TOTAL_EMISSIONS,CO2E_INTENSITY_INDEX
2020-03-26,QLD1,164934.56901006,120609.41614607,0.7313
2020-03-26,SA1,32346.119544,8810.18067399,0.2724
2020-03-26,TAS1,29348.270561,10.66087935,0.0004
2020-03-26,VIC1,104115.453743,101008.33230386,0.9702
2020-03-27,NEM,477691.25321425,345790.01261428,0.7239
2020-03-27,NSW1,151599.40510799,111722.52231492,0.737
2020-03-27,QLD1,167104.59650125,121899.01229496,0.7295
2020-03-27,SA1,24622.083045,10341.92098121,0.42
2020-03-27,TAS1,32451.78647601,121.29040651,0.0037
2020-03-27,VIC1,101913.382084,101705.26661668,0.998
2020-03-28,NEM,443237.37329258,305113.76723363,0.6884
2020-03-28,NSW1,137664.230285,105529.38994572,0.7666
2020-03-28,QLD1,157631.88214858,117933.79159168,0.7482
2020-03-28,SA1,28500.731014,8486.6489877,0.2978
2020-03-28,TAS1,26289.890453,1.62966064,0.0001
2020-03-28,VIC1,93150.639392,73162.30704789,0.7854
2020-03-29,NEM,442186.80707399,302799.48823757,0.6848
2020-03-29,NSW1,134836.54639399,104850.16858717,0.7776
2020-03-29,QLD1,154150.560451,114370.97944057,0.7419
2020-03-29,SA1,33934.53695,6774.38838972,0.1996
2020-03-29,TAS1,23531.107757,1.63170999,0.0001
2020-03-29,VIC1,95734.055522,76802.32011012,0.8022
2020-03-30,NEM,481638.44866171,333198.90024522,0.6918
2020-03-30,NSW1,152056.81097299,114159.61930275,0.7508
2020-03-30,QLD1,170770.36869773,125224.84271898,0.7333
2020-03-30,SA1,33240.75761799,13796.17404451,0.415
2020-03-30,TAS1,37697.933487,1.63253483,0.0
2020-03-30,VIC1,87872.577886,80016.63164415,0.9106
2020-03-31,NEM,484258.09259626,340372.16235084,0.7029
2020-03-31,NSW1,146136.68191076,113762.39931375,0.7785
2020-03-31,QLD1,176114.30074251,128493.31270734,0.7296
2020-03-31,SA1,34017.823748,15840.84418259,0.4657
2020-03-31,TAS1,38173.82862399,1.6334843,0.0
2020-03-31,VIC1,89815.457571,82273.97266286,0.916
2020-04-01,NEM,486042.34973103,335386.66625874,0.69
2020-04-01,NSW1,147813.873876,113854.49771623,0.7703
2020-04-01,QLD1,171292.94810799,123463.66737322,0.7208
2020-04-01,SA1,34993.03574602,15066.12774233,0.4305
2020-04-01,TAS1,38002.96646001,313.01904913,0.0082
2020-04-01,VIC1,93939.52554101,82689.35437783,0.8802
2020-04-02,NEM,492662.73502259,352206.01555857,0.7149
2020-04-02,NSW1,159547.120484,119322.67046757,0.7479
2020-04-02,QLD1,168671.16625159,124231.33519255,0.7365
2020-04-02,SA1,28898.874721,15976.85200634,0.5529
2020-04-02,TAS1,39337.721808,333.25597338,0.0085
2020-04-02,VIC1,96207.851758,92341.90191873,0.9598
2020-04-03,NEM,482357.55865334,335756.39812945,0.6961
2020-04-03,NSW1,151857.63507701,118704.27583701,0.7817
2020-04-03,QLD1,161713.00880433,121157.76754943,0.7492
2020-04-03,SA1,36260.163175,7924.89780694,0.2186
2020-04-03,TAS1,32936.113287,1.63183523,0.0
2020-04-03,VIC1,99590.63831,87967.82510084,0.8833
2020-04-04,NEM,461567.09926991,310512.07478354,0.6727
2020-04-04,NSW1,146263.81731301,103275.61451629,0.7061
2020-04-04,QLD1,149113.28813991,115123.43496777,0.7721
2020-04-04,SA1,39288.749151,4349.65068666,0.1107
2020-04-04,TAS1,24695.06674399,1.60024635,0.0001
2020-04-04,VIC1,102206.177922,87761.77436647,0.8587
2020-04-05,NEM,452459.66196223,303630.95747981,0.6711
2020-04-05,NSW1,137791.480829,102018.0407001,0.7404
2020-04-05,QLD1,147088.99360324,110489.11654596,0.7512
2020-04-05,SA1,36962.734425,5800.25872229,0.1569
2020-04-05,TAS1,25596.455949,1.63688258,0.0001
2020-04-05,VIC1,105019.99715599,85321.90462888,0.8124
2020-04-06,NEM,481074.64901132,343658.89552078,0.7144
2020-04-06,NSW1,153379.42530349,116459.4476616,0.7593
2020-04-06,QLD1,164306.35654982,122107.91282221,0.7432
2020-04-06,SA1,26568.422652,12886.85397397,0.485
2020-04-06,TAS1,38804.506811,236.06344164,0.0061
2020-04-06,VIC1,98015.93769501,91968.61762136,0.9383
2020-04-07,NEM,485379.44119116,347114.27513083,0.7151
2020-04-07,NSW1,155603.94925025,120857.85817606,0.7767
2020-04-07,QLD1,164628.56050191,121579.77689756,0.7385
2020-04-07,SA1,28174.453844,12655.81683901,0.4492
2020-04-07,TAS1,38955.193841,130.41370187,0.0033
2020-04-07,VIC1,98017.283754,91890.40951633,0.9375
2020-04-08,NEM,479664.08773985,332053.68176738,0.6923
2020-04-08,NSW1,155857.34130501,116703.79695705,0.7488
2020-04-08,QLD1,158614.29114784,115326.51328304,0.7271
2020-04-08,SA1,31749.780917,10015.71921401,0.3155
2020-04-08,TAS1,36475.748721,142.97055204,0.0039
2020-04-08,VIC1,96966.925649,89864.68176124,0.9268
2020-04-09,NEM,471579.02430994,340242.62500133,0.7215
2020-04-09,NSW1,153349.87230001,112884.6257483,0.7361
2020-04-09,QLD1,159522.48147691,117640.65193478,0.7375
2020-04-09,SA1,27633.026919,10904.88164401,0.3946
2020-04-09,TAS1,34489.83699101,0.44508858,0.0
2020-04-09,VIC1,96583.80662301,98812.02058566,1.0231
2020-04-10,NEM,437411.11249257,323165.95020796,0.7388
2020-04-10,NSW1,139292.500095,106170.71807766,0.7622
2020-04-10,QLD1,140105.06378357,111032.47856229,0.7925
2020-04-10,SA1,26971.173193,6033.15816104,0.2237
2020-04-10,TAS1,29006.681618,1.63330934,0.0001
2020-04-10,VIC1,102035.693803,99927.96209763,0.9793
2020-04-11,NEM,442313.21151473,291557.31229994,0.6592
2020-04-11,NSW1,138509.591464,97108.4685244,0.7011
2020-04-11,QLD1,138209.81660674,105995.59246812,0.7669
2020-04-11,SA1,32843.842833,4547.39054949,0.1385
2020-04-11,TAS1,24231.795875,1.58847546,0.0001
2020-04-11,VIC1,108518.16473599,83904.27228247,0.7732
2020-04-12,NEM,428064.440911,312953.12355778,0.7311
2020-04-12,NSW1,137091.04926399,107260.24973756,0.7824
2020-04-12,QLD1,138904.961275,106535.08308135,0.767
2020-04-12,SA1,23207.555776,7033.39151944,0.3031
2020-04-12,TAS1,35365.200734,1.63508334,0.0
2020-04-12,VIC1,93495.67386201,92122.76413609,0.9853
2020-04-13,NEM,429367.80129548,335665.04648466,0.7818
2020-04-13,NSW1,135235.790301,112775.28268262,0.8339
2020-04-13,QLD1,143836.01886449,110056.1393517,0.7652
2020-04-13,SA1,17696.554127,6799.22966571,0.3842
2020-04-13,TAS1,35823.982866,1.63538336,0.0
2020-04-13,VIC1,96775.45513699,106032.75940127,1.0957
2020-04-14,NEM,463167.27396274,344280.51114722,0.7433
2020-04-14,NSW1,141329.00801501,116100.54816406,0.8215
2020-04-14,QLD1,151974.32610773,113580.41192681,0.7474
2020-04-14,SA1,24356.645993,8103.3273856,0.3327
2020-04-14,TAS1,37175.194685,1.63285965,0.0
2020-04-14,VIC1,108332.099162,106494.5908111,0.983
2020-04-15,NEM,472111.62067248,336070.03234651,0.7118
2020-04-15,NSW1,142514.56500801,112239.79143532,0.7876
2020-04-15,QLD1,151391.09321249,111664.92864002,0.7376
2020-04-15,SA1,38678.440858,6133.07027072,0.1586
2020-04-15,TAS1,28029.852318,1.39082201,0.0
2020-04-15,VIC1,111497.66927598,106030.85117844,0.951
2020-04-16,NEM,473873.28952651,333399.9572759,0.7036
2020-04-16,NSW1,153906.841218,115460.59334055,0.7502
2020-04-16,QLD1,147779.60588951,111368.7770633,0.7536
2020-04-16,SA1,31629.079871,4780.03798626,0.1511
2020-04-16,TAS1,37143.71453301,1.63181024,0.0
2020-04-16,VIC1,103414.04801499,101788.91707555,0.9843
2020-04-17,NEM,479575.07738749,340537.92262992,0.7101
2020-04-17,NSW1,153354.48699799,115253.35615399,0.7515
2020-04-17,QLD1,149028.9582635,113751.18697525,0.7633
2020-04-17,SA1,22574.82804,6073.38894357,0.269
2020-04-17,TAS1,39378.45031401,1.24007651,0.0
2020-04-17,VIC1,115238.35377199,105458.7504806,0.9151
2020-04-18,NEM,455011.89883825,348894.26585692,0.7668
2020-04-18,NSW1,143930.176686,116958.47966128,0.8126
2020-04-18,QLD1,145680.75496925,114253.27382894,0.7843
2020-04-18,SA1,20681.657125,9340.67594016,0.4516
2020-04-18,TAS1,39672.966643,1.63503343,0.0
2020-04-18,VIC1,105046.343415,108340.20139311,1.0314
2020-04-19,NEM,440856.50533026,334883.13124741,0.7596
2020-04-19,NSW1,134886.723599,111938.15046606,0.8299
2020-04-19,QLD1,142017.44084225,111446.75435223,0.7847
2020-04-19,SA1,28341.35566801,7226.68228176,0.255
2020-04-19,TAS1,38001.740404,1.63540822,0.0
2020-04-19,VIC1,97609.244817,104269.90873914,1.0682
2020-04-20,NEM,479570.77890416,338584.38904949,0.706
2020-04-20,NSW1,144135.276714,113525.14079306,0.7876
2020-04-20,QLD1,147315.71714516,112266.7294327,0.7621
2020-04-20,SA1,34474.807355,8498.38243149,0.2465
2020-04-20,TAS1,36658.2315,1.63363422,0.0
2020-04-20,VIC1,116986.74619,104292.50275802,0.8915
2020-04-21,NEM,478102.25169257,349957.73744823,0.732
2020-04-21,NSW1,142537.569265,116931.8781134,0.8204
2020-04-21,QLD1,153909.81185357,116393.28816656,0.7562
2020-04-21,SA1,28376.945585,8346.70903409,0.2941
2020-04-21,TAS1,38724.11096999,1.63395904,0.0
2020-04-21,VIC1,114553.81401901,108284.22817514,0.9453
2020-04-22,NEM,478115.11353326,356958.55307964,0.7466
2020-04-22,NSW1,145831.009505,113921.10824521,0.7812
2020-04-22,QLD1,152655.34971226,113690.76248928,0.7448
2020-04-22,SA1,22405.774322,9704.29329513,0.4331
2020-04-22,TAS1,40482.71557,1.6342089,0.0
2020-04-22,VIC1,116740.264424,119640.75484112,1.0248
2020-04-23,NEM,485215.73622373,348454.5270923,0.7181
2020-04-23,NSW1,139847.16780801,113676.28643445,0.8129
2020-04-23,QLD1,149546.47181974,111212.87473747,0.7437
2020-04-23,SA1,35637.013446,5474.03474928,0.1536
2020-04-23,TAS1,38560.47578099,1.6349085,0.0
2020-04-23,VIC1,121624.60736899,118089.6962626,0.9709
2020-04-24,NEM,469267.34581019,352156.29947689,0.7504
2020-04-24,NSW1,144658.44528901,115796.12075546,0.8005
2020-04-24,QLD1,150349.32582817,111186.12570231,0.7395
2020-04-24,SA1,16383.977997,6342.03008642,0.3871
2020-04-24,TAS1,40151.86600701,1.63310951,0.0
2020-04-24,VIC1,117723.730689,118830.38982319,1.0094
2020-04-25,NEM,437575.16800093,317478.95019759,0.7255
2020-04-25,NSW1,128870.051133,103256.45115883,0.8012
2020-04-25,QLD1,140303.35191394,103755.79854883,0.7395
2020-04-25,SA1,24226.314306,4314.84563889,0.1781
2020-04-25,TAS1,33607.363788,1.63243489,0.0
2020-04-25,VIC1,110568.08685999,106150.22241615,0.96
2020-04-26,NEM,442609.12090241,311340.87373279,0.7034
2020-04-26,NSW1,129000.74707,98659.78411101,0.7648
2020-04-26,QLD1,142949.67559941,107777.98087037,0.754
2020-04-26,SA1,23258.513157,4836.44350765,0.2079
2020-04-26,TAS1,35930.016256,1.63250985,0.0
2020-04-26,VIC1,111470.16882,100065.03273391,0.8977
2020-04-27,NEM,476256.48033678,357006.66278579,0.7496
2020-04-27,NSW1,148520.55620702,123270.43751724,0.83
2020-04-27,QLD1,153862.75708776,114454.2105179,0.7439
2020-04-27,SA1,18608.117597,6564.85635047,0.3528
2020-04-27,TAS1,41000.087694,1.63310951,0.0
2020-04-27,VIC1,114264.961751,112715.52529067,0.9864
2020-04-28,NEM,490013.59968457,336732.00557679,0.6872
2020-04-28,NSW1,142506.01598799,111342.92515279,0.7813
2020-04-28,QLD1,151246.70160757,110106.00108504,0.728
2020-04-28,SA1,31960.299534,3525.78118753,0.1103
2020-04-28,TAS1,35680.354843,1.63333439,0.0
2020-04-28,VIC1,128620.22771201,111755.66481704,0.8689
2020-04-29,NEM,495540.170629,353975.00404378,0.7143
2020-04-29,NSW1,154695.701573,119465.06303182,0.7723
2020-04-29,QLD1,149841.25076801,110325.50323287,0.7363
2020-04-29,SA1,32944.306476,5428.68988026,0.1648
2020-04-29,TAS1,33133.611987,1.56118511,0.0
2020-04-29,VIC1,124925.29982499,118754.18671372,0.9506
2020-04-30,NEM,513084.75437682,355522.20833744,0.6929
2020-04-30,NSW1,159576.274328,119941.52776832,0.7516
2020-04-30,QLD1,148183.99910482,110661.54938519,0.7468
2020-04-30,SA1,32648.24761499,4888.69719597,0.1497
2020-04-30,TAS1,36687.097842,1.34593779,0.0
2020-04-30,VIC1,135989.13548701,120029.08805017,0.8826
2020-05-01,NEM,517456.94703025,337469.08748389,0.6522
2020-05-01,NSW1,160033.872474,115210.80203622,0.7199
2020-05-01,QLD1,140522.63145726,103917.33373963,0.7395
2020-05-01,SA1,37529.456854,3630.51189607,0.0967
2020-05-01,TAS1,33597.80013299,1.63758201,0.0
2020-05-01,VIC1,145773.186112,114708.80222996,0.7869
2020-05-02,NEM,480070.57208839,310571.67736724,0.6469
2020-05-02,NSW1,146838.633213,101243.85878314,0.6895
2020-05-02,QLD1,131469.1029624,100383.91565633,0.7636
2020-05-02,SA1,35284.840826,3701.08996867,0.1049
2020-05-02,TAS1,29367.558118,1.63638274,0.0001
2020-05-02,VIC1,137110.43696899,105241.17657636,0.7676
2020-05-03,NEM,461824.96149667,335253.40866041,0.7259
2020-05-03,NSW1,151940.63099,116071.06897395,0.7639
2020-05-03,QLD1,132393.55438968,100077.39740393,0.7559
2020-05-03,SA1,17523.736409,8127.63228048,0.4638
2020-05-03,TAS1,39764.953091,47.41511674,0.0012
2020-05-03,VIC1,120202.08661699,110929.89488531,0.9229
2020-05-04,NEM,495789.71385151,371276.49803459,0.7489
2020-05-04,NSW1,154066.4908575,127683.67305572,0.8288
2020-05-04,QLD1,145145.72361901,110247.00439423,0.7596
2020-05-04,SA1,27034.759727,11771.38727528,0.4354
2020-05-04,TAS1,40564.412171,84.19941452,0.0021
2020-05-04,VIC1,128978.327477,121490.23389484,0.9419
2020-05-05,NEM,491808.64377209,357412.40509104,0.7267
2020-05-05,NSW1,146022.75649175,117874.98642754,0.8072
2020-05-05,QLD1,150267.74418234,112991.81891266,0.7519
2020-05-05,SA1,26489.209762,7652.69512869,0.2889
2020-05-05,TAS1,39856.167009,1.63718242,0.0
2020-05-05,VIC1,129172.766327,118891.26743973,0.9204
2020-05-06,NEM,494938.88257309,334054.76990494,0.6749
2020-05-06,NSW1,144340.994005,115997.42164579,0.8036
2020-05-06,QLD1,147599.75562009,108887.83690992,0.7377
2020-05-06,SA1,37308.947146,3426.54117427,0.0918
2020-05-06,TAS1,32746.24876199,1.63460867,0.0
2020-05-06,VIC1,132942.93704001,105741.33556629,0.7954
2020-05-07,NEM,493414.74692801,327186.89492513,0.6631
2020-05-07,NSW1,150052.861781,114556.78627527,0.7634
2020-05-07,QLD1,149522.71973701,112427.65528346,0.7519
2020-05-07,SA1,36146.029649,3573.72573294,0.0989
2020-05-07,TAS1,29478.963709,34.89619532,0.0012
2020-05-07,VIC1,128214.172052,96593.83143814,0.7534
2020-05-08,NEM,479707.85566408,321026.32981686,0.6692
2020-05-08,NSW1,148959.287489,113959.59827107,0.765
2020-05-08,QLD1,148239.74248708,109952.73400175,0.7417
2020-05-08,SA1,29637.673475,4349.04701726,0.1467
2020-05-08,TAS1,37864.110344,1.55458781,0.0
2020-05-08,VIC1,115007.041869,92763.39593897,0.8066
2020-05-09,NEM,464849.95955521,307547.83001067,0.6616
2020-05-09,NSW1,148226.153149,110821.43443701,0.7477
2020-05-09,QLD1,135371.59801923,101826.05560142,0.7522
2020-05-09,SA1,36413.419496,3981.73677456,0.1093
2020-05-09,TAS1,29440.29512999,1.6356331,0.0001
2020-05-09,VIC1,115398.49376099,90916.96756458,0.7879
2020-05-10,NEM,463137.39825385,323692.05520248,0.6989
2020-05-10,NSW1,151467.496559,117360.14680929,0.7748
2020-05-10,QLD1,142533.85566585,102974.99713904,0.7225
2020-05-10,SA1,20153.855463,8687.39644838,0.4311
2020-05-10,TAS1,37452.29153599,1.63793187,0.0
2020-05-10,VIC1,111529.89903001,94667.8768739,0.8488
2020-05-11,NEM,504129.73564334,362751.98512739,0.7196
2020-05-11,NSW1,164275.762424,137079.61608811,0.8344
2020-05-11,QLD1,150262.43212932,107671.42443565,0.7166
2020-05-11,SA1,25373.10318601,11403.60410175,0.4494
2020-05-11,TAS1,40861.619337,43.3190056,0.0011
2020-05-11,VIC1,123356.81856701,106554.02149628,0.8638
2020-05-12,NEM,512099.44240481,349660.53851568,0.6828
2020-05-12,NSW1,159313.7150515,131254.90319985,0.8239
2020-05-12,QLD1,147471.40922231,105849.62676764,0.7178
2020-05-12,SA1,34726.472541,9471.53135121,0.2727
2020-05-12,TAS1,39638.331705,1.63618285,0.0
2020-05-12,VIC1,130949.513885,103082.84101413,0.7872
2020-05-13,NEM,516084.42201701,376878.2671992,0.7303
2020-05-13,NSW1,167660.31815075,142533.36514588,0.8501
2020-05-13,QLD1,151373.68816826,112284.16185956,0.7418
2020-05-13,SA1,33860.271294,14545.26663945,0.4296
2020-05-13,TAS1,41450.059865,1.28643434,0.0
2020-05-13,VIC1,121740.084539,107514.18711997,0.8831
2020-05-14,NEM,521010.07518674,385148.33493433,0.7392
2020-05-14,NSW1,173907.42615499,144898.36339839,0.8332
2020-05-14,QLD1,156370.33626674,116147.70073267,0.7428
2020-05-14,SA1,31616.137893,14436.87238895,0.4566
2020-05-14,TAS1,40766.22682799,24.08087265,0.0006
2020-05-14,VIC1,118349.94804402,109641.31754167,0.9264
2020-05-15,NEM,511373.07840942,381886.68010337,0.7468
2020-05-15,NSW1,169157.89194676,137929.59667699,0.8154
2020-05-15,QLD1,153061.32784467,113719.48130429,0.743
2020-05-15,SA1,30020.786776,14349.70881468,0.478
2020-05-15,TAS1,39697.951475,157.80718703,0.004
2020-05-15,VIC1,119435.12036699,115730.08612038,0.969
2020-05-16,NEM,473713.97846176,338155.93030356,0.7138
2020-05-16,NSW1,151490.251877,120615.42928164,0.7962
2020-05-16,QLD1,150255.81997175,111121.58428276,0.7395
2020-05-16,SA1,31245.09232601,13824.87590563,0.4425
2020-05-16,TAS1,37418.87346201,62.60877667,0.0017
2020-05-16,VIC1,103303.94082499,92531.43205686,0.8957
2020-05-17,NEM,464136.09751156,330121.1385228,0.7113
2020-05-17,NSW1,148441.47603399,117260.32794661,0.7899
2020-05-17,QLD1,150860.78206458,109593.13105685,0.7265
2020-05-17,SA1,30154.76924899,11134.5499381,0.3692
2020-05-17,TAS1,37403.062882,116.68941807,0.0031
2020-05-17,VIC1,97276.007282,92016.44016317,0.9459
2020-05-18,NEM,508934.19800002,347140.22962074,0.6821
2020-05-18,NSW1,167438.13334476,127877.75754801,0.7637
2020-05-18,QLD1,150900.23975026,113980.71573118,0.7553
2020-05-18,SA1,39777.625616,10552.25797379,0.2653
2020-05-18,TAS1,36308.54190399,459.99783144,0.0127
2020-05-18,VIC1,114509.65738501,94269.50053632,0.8232
2020-05-19,NEM,507438.15788975,329758.65744401,0.6498
2020-05-19,NSW1,160148.090767,123010.55812956,0.7681
2020-05-19,QLD1,148309.14102375,111032.30886059,0.7487
2020-05-19,SA1,42973.549818,5497.96346188,0.1279
2020-05-19,TAS1,35356.275461,47.1385591,0.0013
2020-05-19,VIC1,120651.10082,90170.68843288,0.7474
2020-05-20,NEM,512010.5173732,346370.03503979,0.6765
2020-05-20,NSW1,166570.92333801,130093.9013858,0.781
2020-05-20,QLD1,150077.03990218,117796.89863579,0.7849
2020-05-20,SA1,44956.215869,7937.33163485,0.1766
2020-05-20,TAS1,34872.167811,1.63695736,0.0
2020-05-20,VIC1,115534.17045301,90540.26642599,0.7837
2020-05-21,NEM,531521.99712199,368399.09679025,0.6931
2020-05-21,NSW1,173652.56128925,138606.76395732,0.7982
2020-05-21,QLD1,158572.10189875,123220.54187632,0.7771
2020-05-21,SA1,39138.85822999,12909.80272091,0.3298
2020-05-21,TAS1,39559.093007,21.76518274,0.0006
2020-05-21,VIC1,120599.382697,93640.22305296,0.7765
2020-05-22,NEM,544289.06431399,383507.09560472,0.7046
2020-05-22,NSW1,187364.3471895,146447.4641104,0.7816
2020-05-22,QLD1,160080.8635305,119491.81053746,0.7464
2020-05-22,SA1,37000.24519099,17215.27644897,0.4653
2020-05-22,TAS1,40485.81750101,233.63549829,0.0058
2020-05-22,VIC1,119357.79090199,100118.9090096,0.8388
2020-05-23,NEM,515476.16217703,368056.31343638,0.714
2020-05-23,NSW1,171904.24393501,137219.76553671,0.7982
2020-05-23,QLD1,155958.37164502,116967.6228672,0.75
2020-05-23,SA1,29420.98364601,6182.90921378,0.2102
2020-05-23,TAS1,34246.110622,1.56098541,0.0
2020-05-23,VIC1,123946.45232899,107684.45483328,0.8688
2020-05-24,NEM,491125.05177136,352825.75647329,0.7184
2020-05-24,NSW1,162534.33934101,130402.33991907,0.8023
2020-05-24,QLD1,145674.44752134,105773.44239881,0.7261
2020-05-24,SA1,28328.796445,8489.86436594,0.2997
2020-05-24,TAS1,30276.733541,42.81488713,0.0014
2020-05-24,VIC1,124310.73492301,108117.29490234,0.8697
2020-05-25,NEM,533732.58572742,379104.4862789,0.7103
2020-05-25,NSW1,177893.7631,146252.52020707,0.8221
2020-05-25,QLD1,154188.74782042,111012.43359472,0.72
2020-05-25,SA1,39520.545739,13182.21927045,0.3336
2020-05-25,TAS1,33308.749688,187.1388314,0.0056
2020-05-25,VIC1,128820.77938,108470.17437526,0.842
2020-05-26,NEM,533853.04043617,370308.09533521,0.6937
2020-05-26,NSW1,178181.15307925,151637.22540958,0.851
2020-05-26,QLD1,152920.35051592,111521.47610851,0.7293
2020-05-26,SA1,47091.676842,10686.03886235,0.2269
2020-05-26,TAS1,38281.304936,193.60687222,0.0051
2020-05-26,VIC1,117378.555063,96269.74808255,0.8202
2020-05-27,NEM,521780.79840326,366562.47462749,0.7025
2020-05-27,NSW1,167613.54322625,145058.83060065,0.8654
2020-05-27,QLD1,155719.119252,114769.17966067,0.737
2020-05-27,SA1,39004.65052401,13813.36895513,0.3541
2020-05-27,TAS1,38409.848612,236.5953012,0.0062
2020-05-27,VIC1,121033.636789,92684.50010984,0.7658
2020-05-28,NEM,517381.13082558,372388.73051373,0.7198
2020-05-28,NSW1,176398.75948999,150664.43349723,0.8541
2020-05-28,QLD1,156845.25351157,115650.04749751,0.7374
2020-05-28,SA1,33851.63457801,17557.77807957,0.5187
2020-05-28,TAS1,40372.813854,1.40314178,0.0
2020-05-28,VIC1,109912.66939201,88515.06829764,0.8053
2020-05-29,NEM,521224.1089935,360003.53774569,0.6907
2020-05-29,NSW1,178898.77188176,152962.95170952,0.855
2020-05-29,QLD1,154065.81754275,109786.78806457,0.7126
2020-05-29,SA1,37172.212027,13450.08772605,0.3618
2020-05-29,TAS1,39629.545816,65.03134519,0.0016
2020-05-29,VIC1,111457.76172599,83738.67890036,0.7513
2020-05-30,NEM,480904.6933631,314940.07720882,0.6549
2020-05-30,NSW1,151186.20461099,119876.18872154,0.7929
2020-05-30,QLD1,139655.12109811,99488.06131348,0.7124
2020-05-30,SA1,38738.734538,4270.01094403,0.1102
2020-05-30,TAS1,27504.311782,1.63803188,0.0001
2020-05-30,VIC1,123820.321334,91304.17819789,0.7374
2020-05-31,NEM,468655.93296107,324072.33491381,0.6915
2020-05-31,NSW1,146989.07504699,115263.18895545,0.7842
2020-05-31,QLD1,139698.17464508,102717.47566583,0.7353
2020-05-31,SA1,33256.385145,4498.39803363,0.1353
2020-05-31,TAS1,31087.671351,45.1604362,0.0015
2020-05-31,VIC1,117624.626773,101548.1118227,0.8633
2020-06-01,NEM,532205.50009783,353376.57747031,0.664
2020-06-01,NSW1,173642.017021,131102.5225879,0.755
2020-06-01,QLD1,147040.27975685,107263.27258432,0.7295
2020-06-01,SA1,40407.64888899,6570.23507435,0.1626
2020-06-01,TAS1,27755.29376399,140.71916969,0.0051
2020-06-01,VIC1,143360.260667,108299.82805405,0.7554
2020-06-02,NEM,555030.70934096,380626.61710864,0.6858
2020-06-02,NSW1,187784.91813075,147692.32653968,0.7865
2020-06-02,QLD1,151990.52442823,105800.61956813,0.6961
2020-06-02,SA1,43071.32491499,10873.16879583,0.2524
2020-06-02,TAS1,35377.634868,130.45027639,0.0037
2020-06-02,VIC1,136806.30699899,116130.05192861,0.8489
2020-06-03,NEM,546800.22624118,395500.55519492,0.7233
2020-06-03,NSW1,189871.12967501,151909.3178768,0.8001
2020-06-03,QLD1,155702.32630217,107830.90025363,0.6925
2020-06-03,SA1,31256.774535,10922.62262562,0.3494
2020-06-03,TAS1,30250.411792,198.14085853,0.0066
2020-06-03,VIC1,139719.583937,124639.57358034,0.8921
2020-06-04,NEM,546946.20369317,410780.97110231,0.751
2020-06-04,NSW1,189128.47155876,159678.45595112,0.8443
2020-06-04,QLD1,158206.81071041,111000.61016097,0.7016
2020-06-04,SA1,34715.942491,12563.0551544,0.3619
2020-06-04,TAS1,34529.942694,342.31804748,0.0099
2020-06-04,VIC1,130365.036239,127196.53178834,0.9757
2020-06-05,NEM,548287.77979993,417452.96376677,0.7614
2020-06-05,NSW1,188643.58763475,160434.16382841,0.8505
2020-06-05,QLD1,158920.04762416,115007.1416803,0.7237
2020-06-05,SA1,28160.97510401,14047.07533357,0.4988
2020-06-05,TAS1,40457.950865,361.70843143,0.0089
2020-06-05,VIC1,132105.21857201,127602.87449306,0.9659
2020-06-06,NEM,515133.87314926,409645.05015272,0.7952
2020-06-06,NSW1,184472.07487325,161474.90539684,0.8753
2020-06-06,QLD1,146461.970591,107981.45978966,0.7373
2020-06-06,SA1,22612.903241,11750.60396786,0.5196
2020-06-06,TAS1,37760.722236,226.88755281,0.006
2020-06-06,VIC1,123826.20220801,128211.19344555,1.0354
2020-06-07,NEM,512513.12422741,394852.85844329,0.7704
2020-06-07,NSW1,172114.44788725,146210.49154565,0.8495
2020-06-07,QLD1,151558.00522217,114120.73697481,0.753
2020-06-07,SA1,31170.43048,9406.46404651,0.3018
2020-06-07,TAS1,33247.210119,237.78215124,0.0072
2020-06-07,VIC1,124423.03051899,124877.38372508,1.0037
2020-06-08,NEM,520964.76550246,393584.912243,0.7555
2020-06-08,NSW1,163189.34811425,136880.95357634,0.8388
2020-06-08,QLD1,162628.0732112,119492.14963613,0.7348
2020-06-08,SA1,30874.94485001,10426.81628528,0.3377
2020-06-08,TAS1,36963.843632,292.24643751,0.0079
2020-06-08,VIC1,127308.555695,126492.74630774,0.9936
2020-06-09,NEM,562667.62260407,408386.06550287,0.7258
2020-06-09,NSW1,180950.02447125,142203.52595376,0.7859
2020-06-09,QLD1,166206.54971483,120941.16497995,0.7277
2020-06-09,SA1,37759.374268,15999.80097207,0.4237
2020-06-09,TAS1,39357.94945601,552.8423446,0.014
2020-06-09,VIC1,138393.72469398,128688.73125249,0.9299
2020-06-10,NEM,556360.88840011,419708.12406057,0.7544
2020-06-10,NSW1,175803.404803,145524.39467467,0.8278
2020-06-10,QLD1,167080.6436511,124576.84253457,0.7456
2020-06-10,SA1,30394.443888,17180.94926776,0.5653
2020-06-10,TAS1,39746.422862,542.16395406,0.0136
2020-06-10,VIC1,143335.97319601,131883.77362951,0.9201
2020-06-11,NEM,548053.26764676,423154.24564045,0.7721
2020-06-11,NSW1,175561.1428225,150686.79623945,0.8583
2020-06-11,QLD1,164041.53611626,122661.75738348,0.7477
2020-06-11,SA1,33582.626189,17561.19338499,0.5229
2020-06-11,TAS1,41357.723538,542.62906198,0.0131
