SETTLEMENTDATE,REGIONID,TOTAL_SENT_OUT_ENERGY,TOTAL_EMISSIONS,CO2E_INTENSITY_INDEX
2017-10-28,NEM,448691.9206,383449.4607,0.8546
2017-10-28,NSW1,141222.7863,120939.9655,0.8564
2017-10-28,QLD1,149804.8925,134597.9045,0.8985
2017-10-28,SA1,26832.52937,10383.36264,0.387
2017-10-28,TAS1,26282.59814,964.1944455,0.0367
2017-10-28,VIC1,104549.1144,116564.0336,1.1149
2017-10-29,NEM,453562.6249,366565.102,0.8082
2017-10-29,NSW1,140201.3234,114888.1163,0.8195
2017-10-29,QLD1,149647.7575,134583.4653,0.8993
2017-10-29,SA1,37994.62755,6919.06478,0.1821
2017-10-29,TAS1,19720.67537,963.4205051,0.0489
2017-10-29,VIC1,105998.2411,109211.0351,1.0303
2017-10-30,NEM,515168.8325,409908.8998,0.7957
2017-10-30,NSW1,172085.6621,138111.6283,0.8026
2017-10-30,QLD1,167607.9943,148748.1228,0.8875
2017-10-30,SA1,39601.18819,8135.650762,0.2054
2017-10-30,TAS1,27180.37236,962.3612073,0.0354
2017-10-30,VIC1,108693.6155,113951.1368,1.0484
2017-10-31,NEM,487103.4774,419154.5868,0.8605
2017-10-31,NSW1,168155.35,146536.4021,0.8714
2017-10-31,QLD1,157073.5444,140819.4736,0.8965
2017-10-31,SA1,30942.65157,14531.16287,0.4696
2017-10-31,TAS1,25583.54061,1045.962292,0.0409
2017-10-31,VIC1,105348.3908,116221.5859,1.1032
2017-01-11,NEM,487230.1361,415826.0383,0.8534
2017-01-11,NSW1,169041.7108,147290.7422,0.8713
2017-01-11,QLD1,151823.2866,136220.2082,0.8972
2017-01-11,SA1,30462.62232,14619.63115,0.4799
2017-01-11,TAS1,27443.8742,839.6250526,0.0306
2017-01-11,VIC1,108458.6423,116855.8317,1.0774
2017-02-11,NEM,491483.3314,421453.1028,0.8575
2017-02-11,NSW1,160706.7262,142444.3289,0.8864
2017-02-11,QLD1,163014.4406,145571.8804,0.893
2017-02-11,SA1,32070.28358,14945.43851,0.466
2017-02-11,TAS1,30416.43465,633.6473843,0.0208
2017-02-11,VIC1,105275.4464,117857.8077,1.1195
2017-03-11,NEM,496420.416,404134.0082,0.8141
2017-03-11,NSW1,160607.9287,136175.5756,0.8479
2017-03-11,QLD1,163835.0626,146847.357,0.8963
2017-03-11,SA1,38748.45796,12459.7929,0.3216
2017-03-11,TAS1,32159.39188,1881.553078,0.0585
2017-03-11,VIC1,101069.5748,106769.7297,1.0564
2017-04-11,NEM,459981.2427,375548.9719,0.8164
2017-04-11,NSW1,150057.8496,130672.4482,0.8708
2017-04-11,QLD1,152835.2306,136883.3964,0.8956
2017-04-11,SA1,38806.79215,7408.499794,0.1909
2017-04-11,TAS1,30230.24267,3249.10456,0.1075
2017-04-11,VIC1,88051.12774,97335.52291,1.1054
2017-05-11,NEM,447662.8064,367857.9496,0.8217
2017-05-11,NSW1,149514.479,126641.7558,0.847
2017-05-11,QLD1,150843.1296,134894.1979,0.8943
2017-05-11,SA1,34685.80629,7671.992508,0.2212
2017-05-11,TAS1,27073.05575,3259.400032,0.1204
2017-05-11,VIC1,85546.33572,95390.60337,1.1151
2017-06-11,NEM,491902.2197,391677.2904,0.7963
2017-06-11,NSW1,163667.0037,140176.4832,0.8565
2017-06-11,QLD1,156609.2233,140386.6199,0.8964
2017-06-11,SA1,42280.52628,10649.34979,0.2519
2017-06-11,TAS1,32619.57629,3257.905536,0.0999
2017-06-11,VIC1,96725.89019,97206.93197,1.005
2017-07-11,NEM,479305.1615,397782.5567,0.8299
2017-07-11,NSW1,162777.2371,141598.0596,0.8699
2017-07-11,QLD1,156480.2677,140736.75,0.8994
2017-07-11,SA1,39506.27989,13020.78857,0.3296
2017-07-11,TAS1,26123.8688,3260.159329,0.1248
2017-07-11,VIC1,94417.50801,99166.7992,1.0503
2017-08-11,NEM,484381.3824,400900.3133,0.8277
2017-08-11,NSW1,162295.3425,141683.3632,0.873
2017-08-11,QLD1,158905.0474,139918.2002,0.8805
2017-08-11,SA1,39016.64154,13999.38258,0.3588
2017-08-11,TAS1,29851.65711,3244.534163,0.1087
2017-08-11,VIC1,94312.69395,102054.8332,1.0821
2017-09-11,NEM,482386.483,412420.6315,0.855
2017-09-11,NSW1,162986.7641,142735.9151,0.8758
2017-09-11,QLD1,157023.6945,139887.3209,0.8909
2017-09-11,SA1,37656.71355,13955.17624,0.3706
2017-09-11,TAS1,24568.24233,3419.58385,0.1392
2017-09-11,VIC1,100151.0685,112422.6354,1.1225
2017-10-11,NEM,488637.1237,416425.3265,0.8522
2017-10-11,NSW1,168610.1857,146832.897,0.8708
2017-10-11,QLD1,153991.6195,137367.6265,0.892
2017-10-11,SA1,36294.40573,15199.69919,0.4188
2017-10-11,TAS1,30242.35873,3533.094771,0.1168
2017-10-11,VIC1,99498.55394,113492.0091,1.1406
2017-11-11,NEM,455775.0705,395967.3886,0.8688
2017-11-11,NSW1,154547.4223,137961.9839,0.8927
2017-11-11,QLD1,148307.7786,131396.3876,0.886
2017-11-11,SA1,33745.14462,13089.02754,0.3879
2017-11-11,TAS1,22161.02944,2819.505999,0.1272
2017-11-11,VIC1,97013.69553,110700.4836,1.1411
2017-12-11,NEM,447686.9266,385496.1756,0.8611
2017-12-11,NSW1,148419.5563,131847.228,0.8883
2017-12-11,QLD1,150990.1604,134715.7166,0.8922
2017-12-11,SA1,33979.16694,12339.87629,0.3632
2017-12-11,TAS1,23425.68484,3485.375413,0.1488
2017-12-11,VIC1,90872.3581,103107.9792,1.1346
2017-11-13,NEM,510070.1026,433059.3862,0.849
2017-11-13,NSW1,161600.5457,146027.7095,0.9036
2017-11-13,QLD1,163786.2382,145974.1225,0.8912
2017-11-13,SA1,36706.54016,17563.57705,0.4785
2017-11-13,TAS1,28590.68445,3470.384154,0.1214
2017-11-13,VIC1,119386.0941,120023.593,1.0053
2017-11-14,NEM,519575.1063,426689.7863,0.8212
2017-11-14,NSW1,164961.8211,147618.3601,0.8949
2017-11-14,QLD1,156114.8123,138827.1505,0.8893
2017-11-14,SA1,42794.28934,14786.40047,0.3455
2017-11-14,TAS1,29178.03997,3436.726885,0.1178
2017-11-14,VIC1,126526.1435,122021.1483,0.9644
2017-11-15,NEM,513900.8033,431353.4766,0.8394
2017-11-15,NSW1,173592.7402,156651.9684,0.9024
2017-11-15,QLD1,160351.5421,141677.4725,0.8835
2017-11-15,SA1,40597.91973,12321.6661,0.3035
2017-11-15,TAS1,26730.25941,3796.010402,0.142
2017-11-15,VIC1,112628.3419,116906.3592,1.038
2017-11-16,NEM,501092.8071,423853.2951,0.8459
2017-11-16,NSW1,170720.4212,153811.2893,0.901
2017-11-16,QLD1,163366.48,144741.313,0.886
2017-11-16,SA1,38665.06806,10118.45254,0.2617
2017-11-16,TAS1,25478.70222,3843.710185,0.1509
2017-11-16,VIC1,102862.1357,111338.53,1.0824
2017-11-17,NEM,497340.9673,428796.259,0.8622
2017-11-17,NSW1,176379.8024,152687.5374,0.8657
2017-11-17,QLD1,162682.0356,146115.2372,0.8982
2017-11-17,SA1,29269.42852,11761.70286,0.4018
2017-11-17,TAS1,28977.16291,3963.01297,0.1368
2017-11-17,VIC1,100032.5379,114268.7685,1.1423
2017-11-18,NEM,461763.1042,399170.5176,0.8644
2017-11-18,NSW1,154579.811,132712.0165,0.8585
2017-11-18,QLD1,159815.425,142702.3847,0.8929
2017-11-18,SA1,27775.78308,12775.32531,0.4599
2017-11-18,TAS1,27880.71618,4030.818118,0.1446
2017-11-18,VIC1,91711.3689,106949.973,1.1662
2017-11-19,NEM,446347.7554,375165.3606,0.8405
2017-11-19,NSW1,145325.2013,123947.7935,0.8529
2017-11-19,QLD1,154906.6574,138648.1959,0.895
2017-11-19,SA1,31200.15463,11302.18549,0.3622
2017-11-19,TAS1,23822.83737,3537.437627,0.1485
2017-11-19,VIC1,91092.9047,97729.74814,1.0729
2017-11-20,NEM,514346.9941,419236.1223,0.8151
2017-11-20,NSW1,162615.6976,140105.5381,0.8616
2017-11-20,QLD1,163554.6579,146409.8811,0.8952
2017-11-20,SA1,43651.39232,16189.50816,0.3709
2017-11-20,TAS1,30094.72425,3895.64295,0.1294
2017-11-20,VIC1,114430.5221,112635.552,0.9843
2017-11-21,NEM,533549.3199,431500.342,0.8087
2017-11-21,NSW1,166964.9921,144642.9425,0.8663
2017-11-21,QLD1,168129.3256,149344.5711,0.8883
2017-11-21,SA1,46033.86357,18340.44777,0.3984
2017-11-21,TAS1,33093.75965,3864.93021,0.1168
2017-11-21,VIC1,119327.3789,115307.4505,0.9663
2017-11-22,NEM,536867.805,430499.7482,0.8019
2017-11-22,NSW1,162946.2196,141557.4627,0.8687
2017-11-22,QLD1,170185.9147,150083.1117,0.8819
2017-11-22,SA1,48039.1782,16805.20293,0.3498
2017-11-22,TAS1,31114.22072,3750.905301,0.1206
2017-11-22,VIC1,124582.2718,118303.0655,0.9496
2017-11-23,NEM,526328.3197,434993.5069,0.8265
2017-11-23,NSW1,168526.8182,149453.0318,0.8868
2017-11-23,QLD1,168437.6261,150222.6884,0.8919
2017-11-23,SA1,40677.10795,18357.29374,0.4513
2017-11-23,TAS1,31349.85275,4051.403696,0.1292
2017-11-23,VIC1,117336.9148,112909.0893,0.9623
2017-11-24,NEM,527665.6609,441735.7226,0.8372
2017-11-24,NSW1,168395.1166,149768.2438,0.8894
2017-11-24,QLD1,171971.665,152951.8744,0.8894
2017-11-24,SA1,39571.3823,20982.59406,0.5302
2017-11-24,TAS1,31799.50788,4081.547421,0.1284
2017-11-24,VIC1,115927.9891,113951.4629,0.983
2017-11-25,NEM,488041.6826,416995.8442,0.8544
2017-11-25,NSW1,154319.5621,135604.6105,0.8787
2017-11-25,QLD1,164034.0697,146791.2054,0.8949
2017-11-25,SA1,34782.35846,18006.2232,0.5177
2017-11-25,TAS1,26378.12336,3807.514765,0.1443
2017-11-25,VIC1,108527.5689,112786.2903,1.0392
2017-11-26,NEM,470396.3889,407495.0245,0.8663
2017-11-26,NSW1,148966.3644,130809.4425,0.8781
2017-11-26,QLD1,161007.0977,144127.8077,0.8952
2017-11-26,SA1,34216.41215,15206.94523,0.4444
2017-11-26,TAS1,23121.57982,3187.013304,0.1378
2017-11-26,VIC1,103084.9348,114163.8158,1.1075
2017-11-27,NEM,512315.2435,436729.5665,0.8525
2017-11-27,NSW1,166758.4693,148619.1968,0.8912
2017-11-27,QLD1,174823.5531,153965.4233,0.8807
2017-11-27,SA1,36486.6086,14903.38199,0.4085
2017-11-27,TAS1,26619.55707,3565.503741,0.1339
2017-11-27,VIC1,107627.0554,115676.0606,1.0748
2017-11-28,NEM,538883.2305,452414.7346,0.8395
2017-11-28,NSW1,187090.7241,164065.0653,0.8769
2017-11-28,QLD1,167153.4475,147857.3457,0.8846
2017-11-28,SA1,38079.23729,17123.51111,0.4497
2017-11-28,TAS1,31862.61797,3505.990396,0.11
2017-11-28,VIC1,114697.2036,119862.8221,1.045
2017-11-29,NEM,575355.445,465854.1409,0.8097
2017-11-29,NSW1,181555.5288,155269.4899,0.8552
2017-11-29,QLD1,180988.8112,157673.0598,0.8712
2017-11-29,SA1,42862.30307,18702.06064,0.4363
2017-11-29,TAS1,32313.16353,3395.021344,0.1051
2017-11-29,VIC1,137635.6384,130814.5093,0.9504
2017-11-30,NEM,576167.5224,473461.0519,0.8217
2017-11-30,NSW1,185339.6267,160956.1218,0.8684
2017-11-30,QLD1,173590.6918,152157.8064,0.8765
2017-11-30,SA1,43167.7583,19611.35166,0.4543
2017-11-30,TAS1,31647.52973,3320.472339,0.1049
2017-11-30,VIC1,142421.9159,137415.2997,0.9648
2017-01-12,NEM,541437.7684,454753.9652,0.8399
2017-01-12,NSW1,174664.8992,154444.542,0.8842
2017-01-12,QLD1,175150.197,154171.9087,0.8802
2017-01-12,SA1,40293.99961,14438.78511,0.3583
2017-01-12,TAS1,28680.5291,3525.443437,0.1229
2017-01-12,VIC1,122648.1435,128173.286,1.045
2017-02-12,NEM,481485.3021,397038.7452,0.8246
2017-02-12,NSW1,155146.5314,134276.5192,0.8655
2017-02-12,QLD1,160059.1564,143962.1597,0.8994
2017-02-12,SA1,35689.50175,5817.142776,0.163
2017-02-12,TAS1,19436.6986,3071.469985,0.158
2017-02-12,VIC1,111153.4139,109911.4536,0.9888
2017-03-12,NEM,462804.8662,378606.4644,0.8181
2017-03-12,NSW1,154282.3614,131155.7441,0.8501
2017-03-12,QLD1,153611.7498,138201.7881,0.8997
2017-03-12,SA1,29319.51122,7225.762582,0.2464
2017-03-12,TAS1,25142.62939,3084.313686,0.1227
2017-03-12,VIC1,100448.6144,98938.85589,0.985
2017-04-12,NEM,501410.0912,420469.1824,0.8386
2017-04-12,NSW1,169600.2879,150041.0133,0.8847
2017-04-12,QLD1,166164.0053,148121.9218,0.8914
2017-04-12,SA1,30921.64618,11667.94522,0.3773
2017-04-12,TAS1,25303.14254,3257.453268,0.1287
2017-04-12,VIC1,109421.0093,107380.8489,0.9814
2017-05-12,NEM,499602.5738,430692.0365,0.8621
2017-05-12,NSW1,172086.534,150461.1604,0.8743
2017-05-12,QLD1,166803.6933,148896.8272,0.8926
2017-05-12,SA1,30859.57769,13862.39693,0.4492
2017-05-12,TAS1,26262.09508,3883.276043,0.1479
2017-05-12,VIC1,103590.6738,113588.376,1.0965
2017-06-12,NEM,499692.9274,425959.5954,0.8524
2017-06-12,NSW1,169484.524,148250.6856,0.8747
2017-06-12,QLD1,168271.5405,149374.9447,0.8877
2017-06-12,SA1,33576.26675,15099.13172,0.4497
2017-06-12,TAS1,30737.07082,3764.417927,0.1225
2017-06-12,VIC1,97623.52531,109470.4154,1.1214
2017-07-12,NEM,515107.4516,430619.8733,0.836
2017-07-12,NSW1,173038.7943,148382.6825,0.8575
2017-07-12,QLD1,177170.8432,156959.0335,0.8859
2017-07-12,SA1,35530.68402,14824.18422,0.4172
2017-07-12,TAS1,29289.11869,3341.305082,0.1141
2017-07-12,VIC1,100078.0115,107112.668,1.0703
2017-08-12,NEM,507508.7977,430766.5065,0.8488
2017-08-12,NSW1,169942.2882,150300.8324,0.8844
2017-08-12,QLD1,179447.0329,157798.0332,0.8794
2017-08-12,SA1,32364.81398,13604.89171,0.4204
2017-08-12,TAS1,26439.61456,3384.39807,0.128
2017-08-12,VIC1,99315.04803,105678.3511,1.0641
2017-09-12,NEM,461400.7628,401480.127,0.8701
2017-09-12,NSW1,158381.441,142390.869,0.899
2017-09-12,QLD1,161052.8395,143458.4408,0.8908
2017-09-12,SA1,27477.89611,11317.30658,0.4119
2017-09-12,TAS1,23987.31085,3253.929517,0.1357
2017-09-12,VIC1,90501.27537,101059.5811,1.1167
2017-10-12,NEM,452114.5232,399927.4126,0.8846
2017-10-12,NSW1,154377.0876,139669.8978,0.9047
2017-10-12,QLD1,159090.9146,141101.4918,0.8869
2017-10-12,SA1,29602.68847,11228.30837,0.3793
2017-10-12,TAS1,21613.38065,3072.809477,0.1422
2017-10-12,VIC1,87430.45198,104854.9052,1.1993
2017-11-12,NEM,510873.0872,445395.4599,0.8718
2017-11-12,NSW1,179982.0151,161116.664,0.8952
2017-11-12,QLD1,172280.1232,151465.1394,0.8792
2017-11-12,SA1,36485.53467,15944.44411,0.437
2017-11-12,TAS1,23478.11278,1239.344092,0.0528
2017-11-12,VIC1,98647.30143,115629.8683,1.1722
2017-12-12,NEM,530103.3239,461860.2376,0.8713
2017-12-12,NSW1,178924.0994,161712.9287,0.9038
2017-12-12,QLD1,177070.4979,155241.2613,0.8767
2017-12-12,SA1,38974.77366,19378.03539,0.4972
2017-12-12,TAS1,24975.39782,843.5020261,0.0338
2017-12-12,VIC1,110158.5551,124684.5102,1.1319
2017-12-13,NEM,575723.8315,463574.6249,0.8052
2017-12-13,NSW1,186046.6524,162728.0939,0.8747
2017-12-13,QLD1,174917.9491,152571.396,0.8722
2017-12-13,SA1,51585.86749,17559.37958,0.3404
2017-12-13,TAS1,25604.4015,840.0392039,0.0328
2017-12-13,VIC1,137568.961,129875.7162,0.9441
2017-12-14,NEM,566786.015,469791.2622,0.8289
2017-12-14,NSW1,205674.1418,172362.9641,0.838
2017-12-14,QLD1,177654.7523,156506.9536,0.881
2017-12-14,SA1,32204.34531,15400.35459,0.4782
2017-12-14,TAS1,29317.02166,909.1273614,0.031
2017-12-14,VIC1,121935.7539,124611.8626,1.0219
2017-12-15,NEM,534538.7127,459066.5216,0.8588
2017-12-15,NSW1,194037.5231,171720.5234,0.885
2017-12-15,QLD1,174687.7181,155317.0112,0.8891
2017-12-15,SA1,32184.14057,15262.45551,0.4742
2017-12-15,TAS1,32036.80837,2876.237252,0.0898
2017-12-15,VIC1,101592.5226,113890.2943,1.121
2017-12-16,NEM,515647.2665,453011.3509,0.8785
2017-12-16,NSW1,185837.8076,163842.43,0.8816
2017-12-16,QLD1,173130.2086,154499.4914,0.8924
2017-12-16,SA1,29113.22318,13497.52359,0.4636
2017-12-16,TAS1,27097.60254,3800.637858,0.1403
2017-12-16,VIC1,100468.4245,117371.268,1.1682
2017-12-17,NEM,500814.3556,433524.6887,0.8656
2017-12-17,NSW1,171359.3875,149069.0962,0.8699
2017-12-17,QLD1,166795.4707,149088.6581,0.8938
2017-12-17,SA1,37346.7836,11263.20678,0.3016
2017-12-17,TAS1,22694.59932,3495.35737,0.154
2017-12-17,VIC1,102618.1144,120608.3701,1.1753
2017-12-18,NEM,584023.9071,484642.4783,0.8298
2017-12-18,NSW1,192920.0204,168357.2831,0.8727
2017-12-18,QLD1,184929.757,163295.7795,0.883
2017-12-18,SA1,52112.24975,17456.45222,0.335
2017-12-18,TAS1,30659.60327,3774.076944,0.1231
2017-12-18,VIC1,123402.2768,131758.8866,1.0677
2017-12-19,NEM,609869.1181,482746.6673,0.7916
2017-12-19,NSW1,205032.9018,172004.5442,0.8389
2017-12-19,QLD1,190529.7201,166571.0142,0.8743
2017-12-19,SA1,47872.77389,12015.30145,0.251
2017-12-19,TAS1,31238.8937,3651.088372,0.1169
2017-12-19,VIC1,135194.8286,128504.719,0.9505
2017-12-20,NEM,569867.87,473682.4329,0.8312
2017-12-20,NSW1,204513.9548,176188.9724,0.8615
2017-12-20,QLD1,183635.7385,160276.1619,0.8728
2017-12-20,SA1,38531.14917,11309.45627,0.2935
2017-12-20,TAS1,25523.72341,3433.22233,0.1345
2017-12-20,VIC1,117663.3041,122474.62,1.0409
2017-12-21,NEM,527947.2282,463450.6443,0.8778
2017-12-21,NSW1,186700.3597,166141.2748,0.8899
2017-12-21,QLD1,177059.6044,156658.7328,0.8848
2017-12-21,SA1,31364.39085,14152.30729,0.4512
2017-12-21,TAS1,30305.69852,3655.053221,0.1206
2017-12-21,VIC1,102517.1748,122843.2763,1.1983
2017-12-22,NEM,519328.0027,465561.2297,0.8965
2017-12-22,NSW1,179828.7589,162557.7169,0.904
2017-12-22,QLD1,174990.0576,157848.3779,0.902
2017-12-22,SA1,28578.89877,11400.79768,0.3989
2017-12-22,TAS1,26826.27756,3548.947285,0.1323
2017-12-22,VIC1,109104.0098,130205.39,1.1934
2017-12-23,NEM,511322.7338,452514.8715,0.885
2017-12-23,NSW1,175854.8685,155116.1386,0.8821
2017-12-23,QLD1,167121.8391,149000.052,0.8916
2017-12-23,SA1,32218.10488,10360.39209,0.3216
2017-12-23,TAS1,25799.46341,3505.73077,0.1359
2017-12-23,VIC1,110328.4579,134532.558,1.2194
2017-12-24,NEM,497694.4323,424785.7184,0.8535
2017-12-24,NSW1,175954.4265,150499.3788,0.8553
2017-12-24,QLD1,156319.686,140129.6291,0.8964
2017-12-24,SA1,33582.49801,7859.930148,0.234
2017-12-24,TAS1,20232.56738,3128.473302,0.1546
2017-12-24,VIC1,111605.2545,123168.307,1.1036
2017-12-25,NEM,436219.9082,377054.0342,0.8644
2017-12-25,NSW1,141693.9181,118713.0852,0.8378
2017-12-25,QLD1,142043.7823,131067.176,0.9227
2017-12-25,SA1,30827.16719,5101.463788,0.1655
2017-12-25,TAS1,16878.55969,3261.291107,0.1932
2017-12-25,VIC1,104776.481,118911.0181,1.1349
2017-12-26,NEM,446831.14,395457.9262,0.885
2017-12-26,NSW1,152277.9472,132897.6277,0.8727
2017-12-26,QLD1,139938.2466,129497.0534,0.9254
2017-12-26,SA1,31173.83681,11184.20168,0.3588
2017-12-26,TAS1,23210.5678,3251.643063,0.1401
2017-12-26,VIC1,100230.5415,118627.4004,1.1835
2017-12-27,NEM,516193.3631,433733.4355,0.8403
2017-12-27,NSW1,180197.376,161342.8636,0.8954
2017-12-27,QLD1,148730.173,137271.6445,0.923
2017-12-27,SA1,47471.85863,16923.10169,0.3565
2017-12-27,TAS1,31500.18367,3497.892849,0.111
2017-12-27,VIC1,108293.7718,114697.9329,1.0591
2017-12-28,NEM,528627.0892,470683.022,0.8904
2017-12-28,NSW1,188806.4679,168354.3505,0.8917
2017-12-28,QLD1,161017.7873,146340.3305,0.9088
2017-12-28,SA1,31902.14284,15440.5909,0.484
2017-12-28,TAS1,33373.63151,3633.423361,0.1089
2017-12-28,VIC1,113527.0596,136914.3267,1.206
2017-12-29,NEM,524262.169,470423.3424,0.8973
2017-12-29,NSW1,191522.0771,172057.6168,0.8984
2017-12-29,QLD1,164027.6365,149032.2985,0.9086
2017-12-29,SA1,29079.06578,12507.04812,0.4301
2017-12-29,TAS1,28981.61588,3638.970823,0.1256
2017-12-29,VIC1,110651.7737,133187.4081,1.2037
2017-12-30,NEM,496691.3802,432146.7004,0.8701
2017-12-30,NSW1,175055.037,152538.9439,0.8714
2017-12-30,QLD1,154851.3735,139311.3665,0.8996
2017-12-30,SA1,27924.99179,6295.29544,0.2254
2017-12-30,TAS1,21255.52918,3134.742454,0.1475
2017-12-30,VIC1,117604.4488,130866.3521,1.1128
2015-12-27,NEM,434607.0251,396357.4865,0.912
2015-12-27,NSW1,114898.294,103293.4737,0.899
2015-12-27,QLD1,147376.1622,129707.4457,0.8801
2015-12-27,SA1,22923.49974,7753.114889,0.3382
2015-12-27,TAS1,26983.78498,1.69684387,0.0001
2015-12-27,VIC1,122425.2842,155601.7554,1.271
2015-12-28,NEM,432825.047,401341.4706,0.9273
2015-12-28,NSW1,112525.6041,100344.9029,0.8918
2015-12-28,QLD1,146208.9529,128540.2735,0.8792
2015-12-28,SA1,21125.2068,8978.030372,0.425
2015-12-28,TAS1,27193.77607,575.374022,0.0212
2015-12-28,VIC1,125771.5072,162902.8899,1.2952
2015-12-29,NEM,458624.6653,422820.1563,0.9219
2015-12-29,NSW1,130333.2346,114216.46,0.8763
2015-12-29,QLD1,146716.7112,128681.5483,0.8771
2015-12-29,SA1,25909.2052,13930.75346,0.5377
2015-12-29,TAS1,27035.39334,576.312552,0.0213
2015-12-29,VIC1,128630.121,165415.0819,1.286
2015-12-30,NEM,486993.8503,445520.2376,0.9148
2015-12-30,NSW1,144959.8791,128431.824,0.886
2015-12-30,QLD1,146649.2858,128857.3886,0.8787
2015-12-30,SA1,34884.83731,20190.98676,0.5788
2015-12-30,TAS1,27752.5275,445.0651436,0.016
2015-12-30,VIC1,132747.3206,167594.973,1.2625
2015-12-31,NEM,513168.1987,470731.1051,0.9173
2015-12-31,NSW1,147961.4715,134946.7089,0.912
2015-12-31,QLD1,150297.6702,133027.3486,0.8851
2015-12-31,SA1,35144.57998,22405.97708,0.6375
2015-12-31,TAS1,27168.54445,515.6396353,0.019
2015-12-31,VIC1,152595.9325,179835.4309,1.1785
2016-01-01,NEM,460914.0897,425040.8323,0.9222
2016-01-01,NSW1,126606.9401,114772.3522,0.9065
2016-01-01,QLD1,145578.8953,128854.5172,0.8851
2016-01-01,SA1,29060.0694,13547.25144,0.4662
2016-01-01,TAS1,26760.86419,1.74669166,0.0001
2016-01-01,VIC1,132907.3207,167864.9648,1.263
2016-02-01,NEM,444503.7414,396923.5648,0.893
2016-02-01,NSW1,118773.603,107190.2009,0.9025
2016-02-01,QLD1,145596.7423,130326.3712,0.8951
2016-02-01,SA1,28802.87846,10542.07027,0.366
2016-02-01,TAS1,26600.35455,567.0969554,0.0213
2016-02-01,VIC1,124730.1631,148297.8255,1.1889
2016-03-01,NEM,440807.0593,391733.5106,0.8887
2016-03-01,NSW1,117081.2038,102541.5748,0.8758
2016-03-01,QLD1,145331.332,128511.7067,0.8843
2016-03-01,SA1,28154.01038,9965.920507,0.354
2016-03-01,TAS1,26460.31107,570.4997108,0.0216
2016-03-01,VIC1,123780.2022,150143.8089,1.213
2016-04-01,NEM,485408.8404,431667.0309,0.8893
2016-04-01,NSW1,144281.2601,124782.8384,0.8649
2016-04-01,QLD1,149247.324,130654.9116,0.8754
2016-04-01,SA1,31403.16003,11943.41776,0.3803
2016-04-01,TAS1,27357.8133,571.4178794,0.0209
2016-04-01,VIC1,133119.283,163714.4452,1.2298
2016-05-01,NEM,501270.7038,456415.2103,0.9105
2016-05-01,NSW1,158734.4555,137288.9574,0.8649
2016-05-01,QLD1,150785.4324,131699.7854,0.8734
2016-05-01,SA1,25865.02391,14244.17535,0.5507
2016-05-01,TAS1,26994.13593,507.1746423,0.0188
2016-05-01,VIC1,138891.656,172675.1174,1.2432
2016-06-01,NEM,500594.7099,443879.2532,0.8867
2016-06-01,NSW1,160967.2982,139996.9777,0.8697
2016-06-01,QLD1,151648.3693,131287.4671,0.8657
2016-06-01,SA1,27771.96022,10928.48151,0.3935
2016-06-01,TAS1,27267.86852,572.616033,0.021
2016-06-01,VIC1,132939.2137,161093.7109,1.2118
2016-07-01,NEM,494892.3144,433492.5374,0.8759
2016-07-01,NSW1,164886.9007,145680.6638,0.8835
2016-07-01,QLD1,148387.572,129986.1881,0.876
2016-07-01,SA1,31190.70873,11528.39526,0.3696
2016-07-01,TAS1,27371.42606,569.2356501,0.0208
2016-07-01,VIC1,123055.7069,145728.0546,1.1842
2016-08-01,NEM,491489.7581,440333.1806,0.8959
2016-08-01,NSW1,168783.9736,150914.67,0.8941
2016-08-01,QLD1,148250.9833,129696.7934,0.8748
2016-08-01,SA1,25610.34053,12962.08351,0.5061
2016-08-01,TAS1,26979.21474,1.75850991,0.0001
2016-08-01,VIC1,121865.2459,146757.8752,1.2043
2016-09-01,NEM,470872.5325,432006.9662,0.9175
2016-09-01,NSW1,167401.1814,153018.1059,0.9141
2016-09-01,QLD1,141919.1998,126294.8521,0.8899
2016-09-01,SA1,24716.95265,14605.57642,0.5909
2016-09-01,TAS1,27210.7195,1.68378175,0.0001
2016-09-01,VIC1,109624.4791,138086.748,1.2596
2016-10-01,NEM,483336.9798,443215.5437,0.917
2016-10-01,NSW1,158640.4139,142479.5759,0.8981
2016-10-01,QLD1,147710.8671,131421.2339,0.8897
2016-10-01,SA1,28707.04062,16647.91944,0.5799
2016-10-01,TAS1,26625.22256,1.76094945,0.0001
2016-10-01,VIC1,121653.4356,152665.0535,1.2549
2016-11-01,NEM,576781.1083,501723.787,0.8699
2016-11-01,NSW1,187534.4676,154770.6944,0.8253
2016-11-01,QLD1,166073.4624,144848.8456,0.8722
2016-11-01,SA1,35770.7913,19692.89984,0.5505
2016-11-01,TAS1,27652.04693,801.7166084,0.029
2016-11-01,VIC1,159750.3401,181609.6305,1.1368
2016-12-01,NEM,582602.9345,510169.2816,0.8757
2016-12-01,NSW1,191843.0002,161073.3819,0.8396
2016-12-01,QLD1,167433.0573,144943.494,0.8657
2016-12-01,SA1,38563.55497,26600.40752,0.6898
2016-12-01,TAS1,27331.66329,1203.744535,0.044
2016-12-01,VIC1,157431.6588,176348.2536,1.1202
2016-01-13,NEM,611103.3895,513282.7394,0.8399
2016-01-13,NSW1,198686.2816,170525.2245,0.8583
2016-01-13,QLD1,169391.7812,146910.786,0.8673
2016-01-13,SA1,42347.51989,19032.04629,0.4494
